p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group,as
1,5000,0.0212688997,OK,OPTIMAL,0.0212688989,OK,BEST_FE,1,1
0.9,5000,0.1616214573,OK,OPTIMAL,-0.117669217,OK,OPTIMAL,1,1
0.8,5000,0.2794183567,OK,OPTIMAL,-0.233928862,OK,OPTIMAL,1,1
0.7,5000,0.3902759602,OK,OPTIMAL,-0.344744706,OK,OPTIMAL,1,1
0.6,5000,0.5013778209,OK,OPTIMAL,-0.45711958,OK,OPTIMAL,1,1
0.5,5000,0.6176269139,OK,OPTIMAL,-0.574521287,OK,OPTIMAL,1,1
0.4,5000,0.7430429594,OK,OPTIMAL,-0.703113984,OK,OPTIMAL,1,1
0.3,5000,0.8866739767,OK,OPTIMAL,-0.851004892,OK,OPTIMAL,1,1
0.2,5000,1.0677793506,OK,OPTIMAL,-1.036968466,OK,OPTIMAL,1,1
0.1,5000,1.3398849873,OK,OPTIMAL,-1.310704456,OK,OPTIMAL,1,1
1,5000,0.0212688997,OK,OPTIMAL,0.0212688929,OK,BEST_FE,1,2
0.9,5000,0.1616055192,OK,OPTIMAL,-0.11766894,OK,OPTIMAL,1,2
0.8,5000,0.2794068531,OK,OPTIMAL,-0.233917112,OK,OPTIMAL,1,2
0.7,5000,0.3900902819,OK,OPTIMAL,-0.344441429,OK,OPTIMAL,1,2
0.6,5000,0.5013848877,OK,OPTIMAL,-0.457121651,OK,OPTIMAL,1,2
0.5,5000,0.6172026139,OK,OPTIMAL,-0.575105348,OK,OPTIMAL,1,2
0.4,5000,0.7430549646,OK,OPTIMAL,-0.703124882,OK,OPTIMAL,1,2
0.3,5000,0.8866788545,OK,OPTIMAL,-0.851108141,OK,OPTIMAL,1,2
0.2,5000,1.0677806117,OK,OPTIMAL,-1.036971032,OK,OPTIMAL,1,2
0.1,5000,1.3398855706,OK,OPTIMAL,-1.310704875,OK,OPTIMAL,1,2
1,5000,0.0212688997,OK,OPTIMAL,0.0212688989,OK,BEST_FE,1,3
0.9,5000,0.1616218054,OK,OPTIMAL,-0.117669215,OK,OPTIMAL,1,3
0.8,5000,0.2794183996,OK,OPTIMAL,-0.233928892,OK,OPTIMAL,1,3
0.7,5000,0.3902761349,OK,OPTIMAL,-0.344744405,OK,OPTIMAL,1,3
0.6,5000,0.501376419,OK,OPTIMAL,-0.45712016,OK,OPTIMAL,1,3
0.5,5000,0.6176269076,OK,OPTIMAL,-0.575124231,OK,OPTIMAL,1,3
0.4,5000,0.7430429792,OK,OPTIMAL,-0.703145892,OK,OPTIMAL,1,3
0.3,5000,0.8866739767,OK,OPTIMAL,-0.851008256,OK,OPTIMAL,1,3
0.2,5000,1.0677793875,OK,OPTIMAL,-1.036969212,OK,OPTIMAL,1,3
0.1,5000,1.3398850184,OK,OPTIMAL,-1.310704455,OK,OPTIMAL,1,3
