P,SAUC_LB,SAUC_UB,MAXB
0.1,0.6057651124,0.9602254121,1.4080692882
0.2,0.669652246,0.9476455249,1.1159918862
0.3,0.7100412749,0.93728721,0.9211966448
0.4,0.7405822359,0.9277159651,0.7659260591
0.5,0.7655984409,0.9181433296,0.6282694101
0.6,0.7870572162,0.908327619,0.5013256551
0.7,0.8067020429,0.8976738814,0.3764384524
0.8,0.8240892308,0.8863557548,0.2555530964
0.9,0.8412030387,0.8730884285,0.1262608323
1,0.8577778079,0.8577778079,-0.009632714
