p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group,as
1,2000,0.0066321536,OK,OPTIMAL,0.0066321527,OK,BEST_FE,1,1
0.9,2000,0.1513260201,OK,OPTIMAL,-0.140183796,OK,OPTIMAL,1,1
0.8,2000,0.2708487182,OK,OPTIMAL,-0.260824818,OK,OPTIMAL,1,1
0.7,2000,0.3859756439,OK,OPTIMAL,-0.374125773,OK,OPTIMAL,1,1
0.6,2000,0.5029201042,OK,OPTIMAL,-0.488771418,OK,OPTIMAL,1,1
0.5,2000,0.6221586116,OK,OPTIMAL,-0.608893079,OK,OPTIMAL,1,1
0.4,2000,0.7515216562,OK,OPTIMAL,-0.739570408,OK,OPTIMAL,1,1
0.3,2000,0.899777311,OK,OPTIMAL,-0.883200259,OK,OPTIMAL,1,1
0.2,2000,1.0870556642,OK,OPTIMAL,-1.060886539,OK,OPTIMAL,1,1
0.1,2000,1.3563491176,OK,OPTIMAL,-1.324099716,OK,OPTIMAL,1,1
1,2000,-0.022128134,OK,BEST_FE,-0.022128134,OK,OPTIMAL,2,1
0.9,2000,0.1227586327,OK,OPTIMAL,-0.171783527,OK,OPTIMAL,2,1
0.8,2000,0.2376943646,OK,OPTIMAL,-0.292096428,OK,OPTIMAL,2,1
0.7,2000,0.3491830614,OK,OPTIMAL,-0.400239738,OK,OPTIMAL,2,1
0.6,2000,0.4603024186,OK,OPTIMAL,-0.509222931,OK,OPTIMAL,2,1
0.5,2000,0.5786132012,OK,OPTIMAL,-0.622870993,OK,OPTIMAL,2,1
0.4,2000,0.7102823708,OK,OPTIMAL,-0.747542563,OK,OPTIMAL,2,1
0.3,2000,0.8648436525,OK,OPTIMAL,-0.893258558,OK,OPTIMAL,2,1
0.2,2000,1.0683979034,OK,OPTIMAL,-1.072041426,OK,OPTIMAL,2,1
0.1,2000,1.35323577,OK,OPTIMAL,-1.354484062,OK,OPTIMAL,2,1
1,2000,-0.003212545,OK,BEST_FE,-0.003212545,OK,OPTIMAL,3,1
0.9,2000,0.1375515504,OK,OPTIMAL,-0.147701975,OK,OPTIMAL,3,1
0.8,2000,0.2502752123,OK,OPTIMAL,-0.263061838,OK,OPTIMAL,3,1
