p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,-0.009330446,2000,-0.009330446,1,-0.009330446,-0.009330446,0,0
0.9,0.1526971855,2000,-0.174452232,1,-0.009330446,-0.009330446,0.1620276313,-0.165121786
0.8,0.2849040315,2000,-0.311809686,1,-0.009330446,-0.009330446,0.2942344773,-0.30247924
0.7,0.4102843047,2000,-0.439309674,1,-0.009330446,-0.009330446,0.4196147506,-0.429979228
0.6,0.5369660612,2000,-0.563659874,1,-0.009330446,-0.009330446,0.546296507,-0.554329428
0.5,0.6728136119,2000,-0.691441751,1,-0.009330446,-0.009330446,0.6821440577,-0.682111305
0.4,0.8250662839,2000,-0.831657142,1,-0.009330446,-0.009330446,0.8343967297,-0.822326696
0.3,1.0017092006,2000,-0.996190995,1,-0.009330446,-0.009330446,1.0110396465,-0.98686055
0.2,1.2180718381,2000,-1.203693658,1,-0.009330446,-0.009330446,1.2274022839,-1.194363212
0.1,1.5233495292,2000,-1.514208349,1,-0.009330446,-0.009330446,1.532679975,-1.504877903
