p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,-0.023098891,2000,-0.023098891,1,-0.023098891,-0.023098891,0,0
0.9,0.1426417824,2000,-0.186095296,1,-0.023098891,-0.023098891,0.1657406737,-0.162996404
0.8,0.2783862844,2000,-0.31874265,1,-0.023098891,-0.023098891,0.3014851757,-0.295643758
0.7,0.4089048674,2000,-0.447026953,1,-0.023098891,-0.023098891,0.4320037587,-0.423928061
0.6,0.5376662375,2000,-0.578519959,1,-0.023098891,-0.023098891,0.5607651288,-0.555421068
0.5,0.6697360182,2000,-0.715931243,1,-0.023098891,-0.023098891,0.6928349095,-0.692832352
0.4,0.8129177782,2000,-0.867137926,1,-0.023098891,-0.023098891,0.8360166695,-0.844039035
0.3,0.9739314464,2000,-1.038844232,1,-0.023098891,-0.023098891,0.9970303377,-1.015745341
0.2,1.1768731741,2000,-1.246669779,1,-0.023098891,-0.023098891,1.1999720654,-1.223570887
0.1,2.4507535595,2000,-1.561516733,1,-0.023098891,-0.023098891,2.4738524508,-1.538417842
