p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.9,0.1817276563,2000,-0.140825503,8,0.0219880432,0.0219880432,0.1597396131,-0.162813546
0.8,0.3144114469,2000,-0.273989728,8,0.0219880432,0.0219880432,0.2924234037,-0.295977771
0.7,0.4398889967,2000,-0.39928152,8,0.0219880432,0.0219880432,0.4179009535,-0.421269563
0.6,0.5677142295,2000,-0.524747315,8,0.0219880432,0.0219880432,0.5457261862,-0.546735358
0.5,0.7005797946,2000,-0.656716089,8,0.0219880432,0.0219880432,0.6785917513,-0.678704132
0.4,0.8449884155,2000,-0.799484174,8,0.0219880432,0.0219880432,0.8230003723,-0.821472217
0.3,1.0126878703,2000,-0.960843187,8,0.0219880432,0.0219880432,0.9906998271,-0.98283123
0.2,1.2233144661,2000,-1.165120059,8,0.0219880432,0.0219880432,1.2013264229,-1.187108103
0.1,1.5338637635,2000,-1.462356147,8,0.0219880432,0.0219880432,1.5118757203,-1.48434419
1,-0.038201444,2000,-0.038201444,9,-0.038201444,-0.038201444,0,0
0.9,0.126287224,2000,-0.204095202,9,-0.038201444,-0.038201444,0.1644886677,-0.165893759
0.8,0.2603022516,2000,-0.340417589,9,-0.038201444,-0.038201444,0.2985036953,-0.302216146
0.7,0.3876538112,2000,-0.469312294,9,-0.038201444,-0.038201444,0.4258552549,-0.431110851
0.6,0.5168654519,2000,-0.59812195,9,-0.038201444,-0.038201444,0.5550668956,-0.559920506
0.5,0.6536435257,2000,-0.730100865,9,-0.038201444,-0.038201444,0.6918449694,-0.691899422
0.4,0.8045584977,2000,-0.873681747,9,-0.038201444,-0.038201444,0.8427599414,-0.835480303
0.3,0.9754440778,2000,-1.039587879,9,-0.038201444,-0.038201444,1.0136455215,-1.001386435
0.2,1.1881080014,2000,-1.249667299,9,-0.038201444,-0.038201444,1.2263094451,-1.211465855
0.1,1.501430428,2000,-1.565142491,9,-0.038201444,-0.038201444,1.5396318717,-1.526941047
1,-0.009995873,2000,-0.009995873,10,-0.009995873,-0.009995873,0,0
0.9,0.148746,2000,-0.167537078,10,-0.009995873,-0.009995873,0.1587418729,-0.157541205
0.8,0.2793026508,2000,-0.302168386,10,-0.009995873,-0.009995873,0.2892985237,-0.292172513
0.7,0.4061718599,2000,-0.430640147,10,-0.009995873,-0.009995873,0.4161677327,-0.420644274
0.6,0.5343951763,2000,-0.557220951,10,-0.009995873,-0.009995873,0.5443910492,-0.547225078
0.5,0.667752835,2000,-0.687523668,10,-0.009995873,-0.009995873,0.6777487079,-0.677527796
0.4,0.8137191521,2000,-0.829471624,10,-0.009995873,-0.009995873,0.823715025,-0.819475751
0.3,0.9792543757,2000,-0.988790329,10,-0.009995873,-0.009995873,0.9892502486,-0.978794456
0.2,1.1761036375,2000,-1.184604654,10,-0.009995873,-0.009995873,1.1860995104,-1.174608781
0.1,1.4543508732,2000,-1.485333336,10,-0.009995873,-0.009995873,1.4643467461,-1.475337463
