p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,-0.01340976,2000,-0.01340976,1,-0.01340976,-0.01340976,0,0
0.9,0.1449159055,2000,-0.178503826,1,-0.01340976,-0.01340976,0.1583256658,-0.165094065
0.8,0.2774661683,2000,-0.309091252,1,-0.01340976,-0.01340976,0.2908759286,-0.295681492
0.7,0.402013231,2000,-0.432776945,1,-0.01340976,-0.01340976,0.4154229913,-0.419367184
0.6,0.5285479839,2000,-0.557660931,1,-0.01340976,-0.01340976,0.5419577442,-0.54425117
0.5,0.6624565939,2000,-0.689265385,1,-0.01340976,-0.01340976,0.6758663541,-0.675855624
0.4,0.8058239691,2000,-0.829220176,1,-0.01340976,-0.01340976,0.8192337293,-0.815810416
0.3,0.972851621,2000,-0.990452097,1,-0.01340976,-0.01340976,0.9862613813,-0.977042336
0.2,1.1867704676,2000,-1.194349786,1,-0.01340976,-0.01340976,1.2001802279,-1.180940025
0.1,1.5191176945,2000,-1.485097497,1,-0.01340976,-0.01340976,1.5325274548,-1.471687737
1,0.0212448979,2000,0.0212448979,2,0.0212448979,0.0212448979,0,0
0.9,0.1879027254,2000,-0.140453841,2,0.0212448979,0.0212448979,0.1666578275,-0.161698739
0.8,0.3239983091,2000,-0.274327842,2,0.0212448979,0.0212448979,0.3027534112,-0.29557274
0.7,0.4496307275,2000,-0.401649428,2,0.0212448979,0.0212448979,0.4283858296,-0.422894326
0.6,0.5747561074,2000,-0.528703228,2,0.0212448979,0.0212448979,0.5535112094,-0.549948126
0.5,0.7051449264,2000,-0.662634959,2,0.0212448979,0.0212448979,0.6839000284,-0.683879857
0.4,0.8490656252,2000,-0.811921173,2,0.0212448979,0.0212448979,0.8278207273,-0.833166071
0.3,1.0157460289,2000,-0.98606714,2,0.0212448979,0.0212448979,0.994501131,-1.007312038
0.2,1.2210087983,2000,-1.207234174,2,0.0212448979,0.0212448979,1.1997639004,-1.228479072
0.1,1.5229650415,2000,-1.525192666,2,0.0212448979,0.0212448979,1.5017201435,-1.546437564
1,0.017184565,2000,0.017184565,3,0.017184565,0.017184565,0,0
0.9,0.1846946654,2000,-0.143640101,3,0.017184565,0.017184565,0.1675101004,-0.160824666
0.8,0.3182230371,2000,-0.277315037,3,0.017184565,0.017184565,0.3010384721,-0.294499602
0.7,0.4443645875,2000,-0.404450426,3,0.017184565,0.017184565,0.4271800225,-0.421634991
0.6,0.5688651308,2000,-0.533352475,3,0.017184565,0.017184565,0.5516805658,-0.55053704
0.5,0.7010861793,2000,-0.666713893,3,0.017184565,0.017184565,0.6839016143,-0.683898458
0.4,0.8458939113,2000,-0.813213343,3,0.017184565,0.017184565,0.8287093464,-0.830397908
0.3,1.0087338063,2000,-0.987317752,3,0.017184565,0.017184565,0.9915492413,-1.004502317
0.2,1.2126176317,2000,-1.204395337,3,0.017184565,0.017184565,1.1954330667,-1.221579902
0.1,1.5112344283,2000,-1.53711737,3,0.017184565,0.017184565,1.4940498633,-1.554301935
1,0.0142641117,2000,0.0142641117,4,0.0142641117,0.0142641117,0,0
0.9,0.1758297362,2000,-0.152294779,4,0.0142641117,0.0142641117,0.1615656245,-0.166558891
0.8,0.3092105373,2000,-0.289389439,4,0.0142641117,0.0142641117,0.2949464257,-0.303653551
0.7,0.4382495767,2000,-0.416850262,4,0.0142641117,0.0142641117,0.423985465,-0.431114374
0.6,0.5661895802,2000,-0.542072122,4,0.0142641117,0.0142641117,0.5519254685,-0.556336234
0.5,0.7011487872,2000,-0.672431281,4,0.0142641117,0.0142641117,0.6868846755,-0.686695392
0.4,0.8516544015,2000,-0.816510522,4,0.0142641117,0.0142641117,0.8373902898,-0.830774634
0.3,1.0279414375,2000,-0.982791504,4,0.0142641117,0.0142641117,1.0136773258,-0.997055616
0.2,1.2463137713,2000,-1.182914183,4,0.0142641117,0.0142641117,1.2320496596,-1.197178295
0.1,1.5599834208,2000,-1.48640541,4,0.0142641117,0.0142641117,1.5457193091,-1.500669522
1,0.0182107501,2000,0.0182107501,5,0.0182107501,0.0182107501,0,0
0.9,0.1775927817,2000,-0.141938957,5,0.0182107501,0.0182107501,0.1593820316,-0.160149708
0.8,0.3117705815,2000,-0.273661233,5,0.0182107501,0.0182107501,0.2935598313,-0.291871983
0.7,0.4369385108,2000,-0.397590923,5,0.0182107501,0.0182107501,0.4187277607,-0.415801673
0.6,0.5607754476,2000,-0.523355944,5,0.0182107501,0.0182107501,0.5425646975,-0.541566695
0.5,0.690319284,2000,-0.653753844,5,0.0182107501,0.0182107501,0.6721085339,-0.671964594
0.4,0.8334401038,2000,-0.798519976,5,0.0182107501,0.0182107501,0.8152293537,-0.816730726
0.3,0.9961226498,2000,-0.96654761,5,0.0182107501,0.0182107501,0.9779118997,-0.984758361
0.2,1.2031321519,2000,-1.173488114,5,0.0182107501,0.0182107501,1.1849214018,-1.191698864
0.1,1.5061608227,2000,-1.462809858,5,0.0182107501,0.0182107501,1.4879500726,-1.481020608
1,-0.025382772,2000,-0.025382772,6,-0.025382772,-0.025382772,0,0
0.9,0.140373993,2000,-0.190165118,6,-0.025382772,-0.025382772,0.1657567647,-0.164782346
0.8,0.27182659,2000,-0.326699315,6,-0.025382772,-0.025382772,0.2972093617,-0.301316543
0.7,0.3970453116,2000,-0.456545997,6,-0.025382772,-0.025382772,0.4224280832,-0.431163226
0.6,0.5244946039,2000,-0.582583817,6,-0.025382772,-0.025382772,0.5498773755,-0.557201045
0.5,0.6619395639,2000,-0.71280208,6,-0.025382772,-0.025382772,0.6873223356,-0.687419308
0.4,0.8133197062,2000,-0.853061876,6,-0.025382772,-0.025382772,0.8387024779,-0.827679104
0.3,0.9884147419,2000,-1.018770321,6,-0.025382772,-0.025382772,1.0137975135,-0.99338755
0.2,1.197359578,2000,-1.231620066,6,-0.025382772,-0.025382772,1.2227423497,-1.206237295
0.1,1.504270703,2000,-1.563719026,6,-0.025382772,-0.025382772,1.5296534747,-1.538336254
1,0.0236061611,2000,0.0236061611,7,0.0236061611,0.0236061611,0,0
0.9,0.1836417285,2000,-0.137831394,7,0.0236061611,0.0236061611,0.1600355674,-0.161437555
0.8,0.3173491745,2000,-0.269157654,7,0.0236061611,0.0236061611,0.2937430134,-0.292763815
0.7,0.4436257381,2000,-0.394072531,7,0.0236061611,0.0236061611,0.420019577,-0.417678692
0.6,0.5670281517,2000,-0.5206651,7,0.0236061611,0.0236061611,0.5434219906,-0.544271261
0.5,0.6981770272,2000,-0.650783828,7,0.0236061611,0.0236061611,0.6745708661,-0.674389989
0.4,0.8429184853,2000,-0.794433222,7,0.0236061611,0.0236061611,0.8193123242,-0.818039383
0.3,1.0059199235,2000,-0.964188233,7,0.0236061611,0.0236061611,0.9823137624,-0.987794394
0.2,1.2121104809,2000,-1.168790279,7,0.0236061611,0.0236061611,1.1885043198,-1.19239644
0.1,1.5232560981,2000,-1.463435856,7,0.0236061611,0.0236061611,1.499649937,-1.487042017
1,0.0219880432,2000,0.0219880432,8,0.0219880432,0.0219880432,0,0
