p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,-0.006897359,2000,-0.006897359,1,-0.006897359,-0.006897359,0,0
0.9,0.152830031,2000,-0.16311377,1,-0.006897359,-0.006897359,0.1597273899,-0.156216411
0.8,0.2838053269,2000,-0.293222116,1,-0.006897359,-0.006897359,0.2907026859,-0.286324757
0.7,0.4080511843,2000,-0.416312341,1,-0.006897359,-0.006897359,0.4149485433,-0.409414982
0.6,0.531321964,2000,-0.541241371,1,-0.006897359,-0.006897359,0.538219323,-0.534344012
0.5,0.6580241707,2000,-0.671809423,1,-0.006897359,-0.006897359,0.6649215297,-0.664912064
0.4,0.797497052,2000,-0.817127467,1,-0.006897359,-0.006897359,0.804394411,-0.810230108
0.3,0.9561131851,2000,-0.982858234,1,-0.006897359,-0.006897359,0.963010544,-0.975960875
0.2,1.1557993945,2000,-1.187185627,1,-0.006897359,-0.006897359,1.1626967534,-1.180288268
0.1,1.4456023277,2000,-1.491032189,1,-0.006897359,-0.006897359,1.4524996866,-1.48413483
