p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.9,0.1646451938,2000,-0.141223403,3,0.0136120177,0.0136120177,0.1510331761,-0.154835421
0.8,0.2927493015,2000,-0.268338656,3,0.0136120177,0.0136120177,0.2791372838,-0.281950673
0.7,0.4134017972,2000,-0.389305922,3,0.0136120177,0.0136120177,0.3997897796,-0.40291794
0.6,0.5349728167,2000,-0.510678878,3,0.0136120177,0.0136120177,0.521360799,-0.524290896
0.5,0.6629920718,2000,-0.635806496,3,0.0136120177,0.0136120177,0.6493800541,-0.649418514
0.4,0.8029334521,2000,-0.771305096,3,0.0136120177,0.0136120177,0.7893214344,-0.784917114
0.3,0.9614198141,2000,-0.926953144,3,0.0136120177,0.0136120177,0.9478077964,-0.940565161
0.2,1.1587799553,2000,-1.1203781,3,0.0136120177,0.0136120177,1.1451679376,-1.133990118
0.1,1.453620397,2000,-1.392323482,3,0.0136120177,0.0136120177,1.4400083793,-1.4059355
1,0.0318112408,2000,0.0318112408,4,0.0318112408,0.0318112408,0,0
0.9,0.1847398557,2000,-0.121264601,4,0.0318112408,0.0318112408,0.152928615,-0.153075842
0.8,0.3097876662,2000,-0.246323823,4,0.0318112408,0.0318112408,0.2779764254,-0.278135064
0.7,0.4278711815,2000,-0.363766177,4,0.0318112408,0.0318112408,0.3960599407,-0.395577418
0.6,0.5466440539,2000,-0.482667699,4,0.0318112408,0.0318112408,0.5148328131,-0.514478939
0.5,0.6700580863,2000,-0.606457648,4,0.0318112408,0.0318112408,0.6382468455,-0.638268889
0.4,0.8064218654,2000,-0.743316943,4,0.0318112408,0.0318112408,0.7746106246,-0.775128184
0.3,0.9625209444,2000,-0.900082389,4,0.0318112408,0.0318112408,0.9307097037,-0.93189363
0.2,1.1617727056,2000,-1.097496859,4,0.0318112408,0.0318112408,1.1299614648,-1.1293081
0.1,1.4560681879,2000,-1.39110152,4,0.0318112408,0.0318112408,1.4242569471,-1.422912761
1,-0.007634961,2000,-0.007634961,5,-0.007634961,-0.007634961,0,0
0.9,0.1508673792,2000,-0.159686841,5,-0.007634961,-0.007634961,0.1585023398,-0.15205188
0.8,0.2777001762,2000,-0.282755864,5,-0.007634961,-0.007634961,0.2853351367,-0.275120903
0.7,0.3958381253,2000,-0.400264328,5,-0.007634961,-0.007634961,0.4034730859,-0.392629367
0.6,0.5121474103,2000,-0.519728055,5,-0.007634961,-0.007634961,0.5197823708,-0.512093094
0.5,0.6327390316,2000,-0.648006194,5,-0.007634961,-0.007634961,0.6403739922,-0.640371233
0.4,0.7633587769,2000,-0.790188286,5,-0.007634961,-0.007634961,0.7709937374,-0.782553326
0.3,0.9161801327,2000,-0.956804112,5,-0.007634961,-0.007634961,0.9238150932,-0.949169152
0.2,1.1102108652,2000,-1.166330095,5,-0.007634961,-0.007634961,1.1178458257,-1.158695134
0.1,1.4071850316,2000,-1.480834359,5,-0.007634961,-0.007634961,1.4148199921,-1.473199399
1,0.0094100713,2000,0.0094100713,6,0.0094100713,0.0094100713,0,0
0.9,0.1660708566,2000,-0.142107873,6,0.0094100713,0.0094100713,0.1566607854,-0.151517945
0.8,0.2958711264,2000,-0.26962579,6,0.0094100713,0.0094100713,0.2864610551,-0.279035861
0.7,0.4184186689,2000,-0.394520399,6,0.0094100713,0.0094100713,0.4090085976,-0.40393047
0.6,0.5406396697,2000,-0.519666037,6,0.0094100713,0.0094100713,0.5312295984,-0.529076108
0.5,0.6673320757,2000,-0.64847054,6,0.0094100713,0.0094100713,0.6579220045,-0.657880612
0.4,0.8059067463,2000,-0.790335254,6,0.0094100713,0.0094100713,0.7964966751,-0.799745326
0.3,0.9598294013,2000,-0.952642028,6,0.0094100713,0.0094100713,0.95041933,-0.962052099
0.2,1.1429475509,2000,-1.153838213,6,0.0094100713,0.0094100713,1.1335374797,-1.163248285
0.1,1.4193787729,2000,-1.447005123,6,0.0094100713,0.0094100713,1.4099687016,-1.456415194
1,0.0140484204,2000,0.0140484204,7,0.0140484204,0.0140484204,0,0
0.9,0.1678672121,2000,-0.13807473,7,0.0140484204,0.0140484204,0.1538187917,-0.152123151
0.8,0.2969754871,2000,-0.266725021,7,0.0140484204,0.0140484204,0.2829270668,-0.280773441
0.7,0.4158614243,2000,-0.387057313,7,0.0140484204,0.0140484204,0.4018130039,-0.401105734
0.6,0.5363558566,2000,-0.508169505,7,0.0140484204,0.0140484204,0.5223074362,-0.522217925
0.5,0.6628465345,2000,-0.634743054,7,0.0140484204,0.0140484204,0.6487981141,-0.648791474
0.4,0.8002378326,2000,-0.77229682,7,0.0140484204,0.0140484204,0.7861894123,-0.786345241
0.3,0.9576638112,2000,-0.931213505,7,0.0140484204,0.0140484204,0.9436153908,-0.945261925
0.2,1.1545452154,2000,-1.135088856,7,0.0140484204,0.0140484204,1.1404967951,-1.149137277
0.1,1.4298466443,2000,-1.41701187,7,0.0140484204,0.0140484204,1.415798224,-1.43106029
1,0.0113296983,2000,0.0113296983,8,0.0113296983,0.0113296983,0,0
0.9,0.1625263516,2000,-0.141298154,8,0.0113296983,0.0113296983,0.1511966533,-0.152627852
0.8,0.2887588825,2000,-0.266843812,8,0.0113296983,0.0113296983,0.2774291842,-0.278173511
0.7,0.4065262249,2000,-0.386846369,8,0.0113296983,0.0113296983,0.3951965266,-0.398176067
0.6,0.5252396727,2000,-0.503704132,8,0.0113296983,0.0113296983,0.5139099745,-0.51503383
0.5,0.6496365617,2000,-0.626981929,8,0.0113296983,0.0113296983,0.6383068635,-0.638311627
0.4,0.7867564014,2000,-0.762415219,8,0.0113296983,0.0113296983,0.7754267031,-0.773744917
0.3,0.9481949986,2000,-0.918516038,8,0.0113296983,0.0113296983,0.9368653003,-0.929845737
0.2,1.141433658,2000,-1.115765421,8,0.0113296983,0.0113296983,1.1301039598,-1.127095119
0.1,1.4313855733,2000,-1.395831975,8,0.0113296983,0.0113296983,1.420055875,-1.407161673
1,-0.025078095,2000,-0.025078095,9,-0.025078095,-0.025078095,0,0
0.9,0.134430379,2000,-0.181206238,9,-0.025078095,-0.025078095,0.1595084745,-0.156128142
0.8,0.259689304,2000,-0.310310473,9,-0.025078095,-0.025078095,0.2847673995,-0.285232378
0.7,0.3785689187,2000,-0.430820023,9,-0.025078095,-0.025078095,0.4036470142,-0.405741927
0.6,0.4998728379,2000,-0.550294507,9,-0.025078095,-0.025078095,0.5249509334,-0.525216411
0.5,0.6258687176,2000,-0.675987152,9,-0.025078095,-0.025078095,0.6509468131,-0.650909056
0.4,0.7656146443,2000,-0.815387257,9,-0.025078095,-0.025078095,0.7906927398,-0.790309161
0.3,0.9293972286,2000,-0.97478562,9,-0.025078095,-0.025078095,0.9544753241,-0.949707525
0.2,1.1332551488,2000,-1.181496991,9,-0.025078095,-0.025078095,1.1583332443,-1.156418895
0.1,1.4267479885,2000,-1.507047455,9,-0.025078095,-0.025078095,1.451826084,-1.481969359
1,-0.017255778,2000,-0.017255778,10,-0.017255778,-0.017255778,0,0
0.9,0.1401740947,2000,-0.178911204,10,-0.017255778,-0.017255778,0.1574298725,-0.161655427
0.8,0.2742998959,2000,-0.311704216,10,-0.017255778,-0.017255778,0.2915556738,-0.294448439
0.7,0.4022393195,2000,-0.43611969,10,-0.017255778,-0.017255778,0.4194950974,-0.418863912
0.6,0.5317870652,2000,-0.56547735,10,-0.017255778,-0.017255778,0.549042843,-0.548221572
0.5,0.6644345033,2000,-0.698973957,10,-0.017255778,-0.017255778,0.6816902812,-0.681718179
0.4,0.8079525611,2000,-0.843705665,10,-0.017255778,-0.017255778,0.8252083389,-0.826449887
0.3,0.9682206924,2000,-1.004192848,10,-0.017255778,-0.017255778,0.9854764702,-0.98693707
0.2,1.1779715169,2000,-1.200914426,10,-0.017255778,-0.017255778,1.1952272948,-1.183658648
0.1,1.484354117,2000,-1.480671509,10,-0.017255778,-0.017255778,1.5016098949,-1.463415732
