p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,-0.007874438,2000,-0.007874438,1,-0.007874438,-0.007874438,0,0
0.9,0.1517744261,2000,-0.162623439,1,-0.007874438,-0.007874438,0.1596488645,-0.154749
0.8,0.2812243169,2000,-0.292393818,1,-0.007874438,-0.007874438,0.2890987553,-0.28451938
0.7,0.4050999001,2000,-0.415004607,1,-0.007874438,-0.007874438,0.4129743385,-0.407130169
0.6,0.5284175772,2000,-0.539443694,1,-0.007874438,-0.007874438,0.5362920156,-0.531569256
0.5,0.653759911,2000,-0.669715435,1,-0.007874438,-0.007874438,0.6616343493,-0.661840997
0.4,0.7923540753,2000,-0.815210029,1,-0.007874438,-0.007874438,0.8002285136,-0.807335591
0.3,0.9497624494,2000,-0.979185252,1,-0.007874438,-0.007874438,0.9576368878,-0.971310813
0.2,1.1476169595,2000,-1.181821543,1,-0.007874438,-0.007874438,1.1554913978,-1.173947105
0.1,1.4313745203,2000,-1.491353513,1,-0.007874438,-0.007874438,1.4392489587,-1.483479074
1,-0.012423685,2000,-0.012423685,2,-0.012423685,-0.012423685,0,0
0.9,0.1419807573,2000,-0.164610136,2,-0.012423685,-0.012423685,0.1544044428,-0.15218645
0.8,0.273367185,2000,-0.29384046,2,-0.012423685,-0.012423685,0.2857908705,-0.281416774
0.7,0.3962384613,2000,-0.417272226,2,-0.012423685,-0.012423685,0.4086621468,-0.404848541
0.6,0.5180196648,2000,-0.540534024,2,-0.012423685,-0.012423685,0.5304433503,-0.528110339
0.5,0.6455087854,2000,-0.67035258,2,-0.012423685,-0.012423685,0.6579324709,-0.657928895
0.4,0.7826307878,2000,-0.810973679,2,-0.012423685,-0.012423685,0.7950544732,-0.798549993
0.3,0.9399342097,2000,-0.973693373,2,-0.012423685,-0.012423685,0.9523578952,-0.961269688
0.2,1.1306485036,2000,-1.173002536,2,-0.012423685,-0.012423685,1.1430721891,-1.16057885
0.1,1.4036428221,2000,-1.448554468,2,-0.012423685,-0.012423685,1.4160665076,-1.436130783
1,0.0136120177,2000,0.0136120177,3,0.0136120177,0.0136120177,0,0
