p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.7,0.4187278453,2000,-0.530482334,5,-0.001261032,-0.001261032,0.4199888773,-0.529221302
0.6,0.6115395108,2000,-0.554136646,5,-0.001261032,-0.001261032,0.6128005429,-0.552875614
0.5,0.7325799511,2000,-0.672572687,5,-0.001261032,-0.001261032,0.7338409831,-0.671311655
0.4,1.1889361754,2000,-0.807075579,5,-0.001261032,-0.001261032,1.1901972074,-0.805814547
0.3,1.5050125598,2000,-1.596776894,5,-0.001261032,-0.001261032,1.5062735919,-1.595515862
0.2,1.6261009289,2000,-1.71421278,5,-0.001261032,-0.001261032,1.6273619609,-1.712951748
0.1,1.7822443725,2000,-1.862048571,5,-0.001261032,-0.001261032,1.7835054045,-1.860787539
1,0.0059911244,2000,0.0059911244,6,0.0059911244,0.0059911244,0,0
0.9,0.1712772954,2000,-0.276562138,6,0.0059911244,0.0059911244,0.165286171,-0.282553263
0.8,0.4397212358,2000,-0.412954923,6,0.0059911244,0.0059911244,0.4337301114,-0.418946047
0.7,0.5599204845,2000,-0.533184124,6,0.0059911244,0.0059911244,0.5539293601,-0.539175249
0.6,0.5883635182,2000,-0.648806977,6,0.0059911244,0.0059911244,0.5823723938,-0.654798101
0.5,0.7043999721,2000,-0.731372558,6,0.0059911244,0.0059911244,0.6984088477,-0.737363682
0.4,0.8356023535,2000,-0.980532836,6,0.0059911244,0.0059911244,0.8296112291,-0.98652396
0.3,1.8364775755,2000,-1.548005111,6,0.0059911244,0.0059911244,1.8304864511,-1.553996236
0.2,1.2581391462,2000,-1.676957896,6,0.0059911244,0.0059911244,1.2521480219,-1.68294902
0.1,2.0993802705,2000,-1.820939516,6,0.0059911244,0.0059911244,2.0933891461,-1.826930641
1,-0.015995632,2000,-0.015995632,7,-0.015995632,-0.015995632,0,0
0.9,0.2688321971,2000,-0.262583943,7,-0.015995632,-0.015995632,0.2848278292,-0.246588311
0.8,0.4033581644,2000,-0.397121931,7,-0.015995632,-0.015995632,0.4193537964,-0.381126299
0.7,0.522917802,2000,-0.517701158,7,-0.015995632,-0.015995632,0.5389134341,-0.501705526
0.6,0.5425262091,2000,-0.537954271,7,-0.015995632,-0.015995632,0.5585218412,-0.521958639
0.5,0.7599530745,2000,-0.716362702,7,-0.015995632,-0.015995632,0.7759487066,-0.70036707
0.4,0.8864402814,2000,-0.888577901,7,-0.015995632,-0.015995632,0.9024359135,-0.872582269
0.3,1.0306124183,2000,-1.398743588,7,-0.015995632,-0.015995632,1.0466080503,-1.382747956
0.2,1.8558016088,2000,-1.532766364,7,-0.015995632,-0.015995632,1.8717972408,-1.516770732
0.1,2.0051236413,2000,-1.662417268,7,-0.015995632,-0.015995632,2.0211192733,-1.646421636
1,0.0420132463,2000,0.0420132463,8,0.0420132463,0.0420132463,0,0
0.9,0.2045246194,2000,-0.236836614,8,0.0420132463,0.0420132463,0.1625113731,-0.27884986
0.8,0.4348012698,2000,-0.370216036,8,0.0420132463,0.0420132463,0.3927880235,-0.412229282
0.7,0.5565150426,2000,-0.490308865,8,0.0420132463,0.0420132463,0.5145017963,-0.532322111
0.6,0.5697091922,2000,-0.525904961,8,0.0420132463,0.0420132463,0.5276959459,-0.567918207
0.5,0.700734029,2000,-0.846336446,8,0.0420132463,0.0420132463,0.6587207826,-0.888349693
0.4,0.8834334186,2000,-0.778114074,8,0.0420132463,0.0420132463,0.8414201723,-0.82012732
0.3,1.4996559205,2000,-0.938303796,8,0.0420132463,0.0420132463,1.4576426742,-0.980317042
0.2,1.6146104558,2000,-1.249735741,8,0.0420132463,0.0420132463,1.5725972095,-1.291748987
0.1,1.7564349795,2000,-1.420524196,8,0.0420132463,0.0420132463,1.7144217331,-1.462537442
1,0.0279257209,2000,0.0279257209,9,0.0279257209,0.0279257209,0,0
0.9,0.3233114857,2000,-0.229938199,9,0.0279257209,0.0279257209,0.2953857647,-0.25786392
0.8,0.4558000476,2000,-0.366818188,9,0.0279257209,0.0279257209,0.4278743267,-0.394743909
0.7,0.5761963234,2000,-0.487559129,9,0.0279257209,0.0279257209,0.5482706025,-0.51548485
0.6,0.6092031813,2000,-0.476823221,9,0.0279257209,0.0279257209,0.5812774604,-0.504748942
0.5,0.7296006471,2000,-0.596038419,9,0.0279257209,0.0279257209,0.7016749261,-0.62396414
0.4,0.8609537152,2000,-0.784915693,9,0.0279257209,0.0279257209,0.8330279943,-0.812841414
0.3,1.9314340921,2000,-1.394571916,9,0.0279257209,0.0279257209,1.9035083712,-1.422497637
0.2,1.3002603526,2000,-1.517196292,9,0.0279257209,0.0279257209,1.2723346317,-1.545122013
0.1,2.2002179366,2000,-1.652384029,9,0.0279257209,0.0279257209,2.1722922156,-1.68030975
1,0.0059720582,2000,0.0059720582,10,0.0059720582,0.0059720582,0,0
0.9,0.3167742709,2000,-0.154210234,10,0.0059720582,0.0059720582,0.3108022127,-0.160182292
0.8,0.4520675194,2000,-0.422728845,10,0.0059720582,0.0059720582,0.4460954611,-0.428700903
0.7,0.486274082,2000,-0.543754726,10,0.0059720582,0.0059720582,0.4803020238,-0.549726784
0.6,0.6027381368,2000,-0.658469117,10,0.0059720582,0.0059720582,0.5967660786,-0.664441175
0.5,0.8472096175,2000,-0.653809874,10,0.0059720582,0.0059720582,0.8412375593,-0.659781932
0.4,0.8519241933,2000,-0.776874456,10,0.0059720582,0.0059720582,0.8459521351,-0.782846514
0.3,1.0042875111,2000,-0.920403261,10,0.0059720582,0.0059720582,0.9983154529,-0.926375319
0.2,1.3100811905,2000,-1.194448245,10,0.0059720582,0.0059720582,1.3041091322,-1.200420304
0.1,1.5728352176,2000,-1.996535829,10,0.0059720582,0.0059720582,1.5668631594,-2.002507887
