p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,-0.023098891,2000,-0.023098891,1,-0.023098891,-0.023098891,0,0
0.9,0.1426451571,2000,-0.186096546,1,-0.023098891,-0.023098891,0.1657440484,-0.162997654
0.8,0.2783990052,2000,-0.318738007,1,-0.023098891,-0.023098891,0.3014978965,-0.295639115
0.7,0.4089057244,2000,-0.447051057,1,-0.023098891,-0.023098891,0.4320046157,-0.423952166
0.6,0.5376683721,2000,-0.578519868,1,-0.023098891,-0.023098891,0.5607672634,-0.555420976
0.5,0.6695061397,2000,-0.715752606,1,-0.023098891,-0.023098891,0.692605031,-0.692653715
0.4,0.8129181574,2000,-0.867137663,1,-0.023098891,-0.023098891,0.8360170487,-0.844038772
0.3,0.9739324015,2000,-1.038844503,1,-0.023098891,-0.023098891,0.9970312928,-1.015745612
0.2,1.1768731953,2000,-1.246669349,1,-0.023098891,-0.023098891,1.1999720866,-1.223570458
0.1,1.4905941252,2000,-1.561517085,1,-0.023098891,-0.023098891,1.5136930165,-1.538418194
