p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
1,0.0022362599,2000,0.0022362599,1,0.0022362599,0.0022362599,0,0
0.9,0.1651517402,2000,-0.153776848,1,0.0022362599,0.0022362599,0.1629154803,-0.156013108
0.8,0.3439440738,2000,-0.288056884,1,0.0022362599,0.0022362599,0.3417078138,-0.290293144
0.7,0.4686657116,2000,-0.418298105,1,0.0022362599,0.0022362599,0.4664294516,-0.420534365
0.6,0.5952979141,2000,-0.594929972,1,0.0022362599,0.0022362599,0.5930616541,-0.597166232
0.5,0.7305061332,2000,-1.051421326,1,0.0022362599,0.0022362599,0.7282698733,-1.053657586
0.4,0.7759911024,2000,-1.17577634,1,0.0022362599,0.0022362599,0.7737548425,-1.1780126
0.3,0.9345056806,2000,-1.385674955,1,0.0022362599,0.0022362599,0.9322694207,-1.387911215
0.2,1.5818341075,2000,-1.541105077,1,0.0022362599,0.0022362599,1.5795978476,-1.543341337
0.1,1.8457351506,2000,-1.859599028,1,0.0022362599,0.0022362599,1.8434988906,-1.861835287
1,0.0096694175,2000,0.0096694175,2,0.0096694175,0.0096694175,0,0
0.9,0.1741923641,2000,-0.156966487,2,0.0096694175,0.0096694175,0.1645229466,-0.166635905
0.8,0.313415544,2000,-0.294759424,2,0.0096694175,0.0096694175,0.3037461265,-0.304428841
0.7,0.4834979093,2000,-0.488633726,2,0.0096694175,0.0096694175,0.4738284919,-0.498303143
0.6,0.6142752571,2000,-0.619046905,2,0.0096694175,0.0096694175,0.6046058396,-0.628716322
0.5,0.7503786467,2000,-0.752943032,2,0.0096694175,0.0096694175,0.7407092293,-0.762612449
0.4,1.2530665078,2000,-0.746294789,2,0.0096694175,0.0096694175,1.2433970904,-0.755964206
0.3,1.3059978555,2000,-1.381013227,2,0.0096694175,0.0096694175,1.296328438,-1.390682645
0.2,1.4708439193,2000,-1.541695676,2,0.0096694175,0.0096694175,1.4611745019,-1.551365093
0.1,1.7518776199,2000,-2.087054968,2,0.0096694175,0.0096694175,1.7422082024,-2.096724385
1,-0.012440589,2000,-0.012440589,3,-0.012440589,-0.012440589,0,0
0.9,0.152276384,2000,-0.176365067,3,-0.012440589,-0.012440589,0.164716973,-0.163924478
0.8,0.282971061,2000,-0.313769856,3,-0.012440589,-0.012440589,0.2954116501,-0.301329267
0.7,0.4489806347,2000,-0.439631871,3,-0.012440589,-0.012440589,0.4614212237,-0.427191282
0.6,0.5726625656,2000,-0.616546841,3,-0.012440589,-0.012440589,0.5851031546,-0.604106252
0.5,0.9342078796,2000,-0.742185339,3,-0.012440589,-0.012440589,0.9466484686,-0.72974475
0.4,1.1652359173,2000,-0.784879951,3,-0.012440589,-0.012440589,1.1776765063,-0.772439362
0.3,1.2952805234,2000,-1.486955506,3,-0.012440589,-0.012440589,1.3077211124,-1.474514917
0.2,1.4651674208,2000,-1.644438204,3,-0.012440589,-0.012440589,1.4776080098,-1.631997615
0.1,1.7659028192,2000,-1.966666798,3,-0.012440589,-0.012440589,1.7783434083,-1.954226209
1,-0.014659701,2000,-0.014659701,4,-0.014659701,-0.014659701,0,0
0.9,0.1513411766,2000,-0.179910943,4,-0.014659701,-0.014659701,0.1660008771,-0.165251242
0.8,0.2863203362,2000,-0.315013255,4,-0.014659701,-0.014659701,0.3009800368,-0.300353555
0.7,0.4621493175,2000,-0.508275871,4,-0.014659701,-0.014659701,0.476809018,-0.493616171
0.6,0.5879327626,2000,-0.63460746,4,-0.014659701,-0.014659701,0.6025924632,-0.61994776
0.5,0.9255323473,2000,-0.673822489,4,-0.014659701,-0.014659701,0.9401920478,-0.659162788
0.4,0.7677968538,2000,-1.246906968,4,-0.014659701,-0.014659701,0.7824565544,-1.232247268
0.3,1.3948487329,2000,-0.999162487,4,-0.014659701,-0.014659701,1.4095084334,-0.984502787
0.2,1.5573911184,2000,-1.837718016,4,-0.014659701,-0.014659701,1.5720508189,-1.823058315
0.1,1.8673826056,2000,-1.497079428,4,-0.014659701,-0.014659701,1.8820423062,-1.482419728
1,0.0308770493,2000,0.0308770493,5,0.0308770493,0.0308770493,0,0
0.9,0.1912315515,2000,-0.129831115,5,0.0308770493,0.0308770493,0.1603545021,-0.160708164
0.8,0.3247000595,2000,-0.262526346,5,0.0308770493,0.0308770493,0.2938230101,-0.293403395
0.7,0.4992502128,2000,-0.449027492,5,0.0308770493,0.0308770493,0.4683731635,-0.479904542
0.6,0.624276316,2000,-0.574387574,5,0.0308770493,0.0308770493,0.5933992667,-0.605264624
0.5,0.7538972797,2000,-0.705055999,5,0.0308770493,0.0308770493,0.7230202303,-0.735933048
0.4,1.2067025121,2000,-0.753144326,5,0.0308770493,0.0308770493,1.1758254628,-0.784021375
0.3,1.4186107371,2000,-0.927952681,5,0.0308770493,0.0308770493,1.3877336878,-0.95882973
0.2,1.575561113,2000,-1.723005208,5,0.0308770493,0.0308770493,1.5446840636,-1.753882258
0.1,1.8735075886,2000,-1.969523661,5,0.0308770493,0.0308770493,1.8426305392,-2.00040071
1,0.0004850306,2000,0.0004850306,6,0.0004850306,0.0004850306,0,0
0.9,0.1690169568,2000,-0.167798249,6,0.0004850306,0.0004850306,0.1685319262,-0.168283279
0.8,0.3045605418,2000,-0.304032976,6,0.0004850306,0.0004850306,0.3040755112,-0.304518007
0.7,0.5087964299,2000,-0.506329222,6,0.0004850306,0.0004850306,0.5083113993,-0.506814252
0.6,0.6385743375,2000,-0.637675571,6,0.0004850306,0.0004850306,0.6380893069,-0.638160602
0.5,0.7778101916,2000,-0.771786459,6,0.0004850306,0.0004850306,0.777325161,-0.772271489
