p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.4,0.8294686313,2000,-0.912389916,6,0.0004850306,0.0004850306,0.8289836008,-0.912874947
0.3,0.9978010762,2000,-1.72995337,6,0.0004850306,0.0004850306,0.9973160456,-1.730438401
0.2,1.6543066564,2000,-1.887545122,6,0.0004850306,0.0004850306,1.6538216258,-1.888030153
0.1,2.2729064599,2000,-2.364795599,6,0.0004850306,0.0004850306,2.2724214294,-2.365280629
1,0.0231740243,2000,0.0231740243,7,0.0231740243,0.0231740243,0,0
0.9,0.1825453005,2000,-0.13346265,7,0.0231740243,0.0231740243,0.1593712762,-0.156636674
0.8,0.3880323128,2000,-0.265789547,7,0.0231740243,0.0231740243,0.3648582886,-0.288963571
0.7,0.5153309512,2000,-0.447037404,7,0.0231740243,0.0231740243,0.4921569269,-0.470211428
0.6,0.6423859915,2000,-0.574361085,7,0.0231740243,0.0231740243,0.6192119672,-0.597535109
0.5,0.7734852502,2000,-0.705745081,7,0.0231740243,0.0231740243,0.7503112259,-0.728919105
0.4,0.8174285954,2000,-0.847247475,7,0.0231740243,0.0231740243,0.7942545711,-0.870421499
0.3,0.9751156425,2000,-1.481926358,7,0.0231740243,0.0231740243,0.9519416183,-1.505100383
0.2,1.1665735113,2000,-1.740855103,7,0.0231740243,0.0231740243,1.143399487,-1.764029127
0.1,1.4300115408,2000,-2.037753207,7,0.0231740243,0.0231740243,1.4068375166,-2.060927231
1,0.064742176,2000,0.064742176,8,0.064742176,0.064742176,0,0
0.9,0.228785517,2000,-0.099391949,8,0.064742176,0.064742176,0.164043341,-0.164134125
0.8,0.369207511,2000,-0.280926743,8,0.064742176,0.064742176,0.304465335,-0.345668919
0.7,0.550202291,2000,-0.412181681,8,0.064742176,0.064742176,0.485460115,-0.476923857
0.6,0.6798814423,2000,-0.544435563,8,0.064742176,0.064742176,0.6151392664,-0.609177739
0.5,0.8160409129,2000,-0.679229123,8,0.064742176,0.064742176,0.7512987369,-0.743971299
0.4,1.2878261792,2000,-1.323727996,8,0.064742176,0.064742176,1.2230840032,-1.388470172
0.3,1.0268910909,2000,-1.460571952,8,0.064742176,0.064742176,0.9621489149,-1.525314128
0.2,1.2415804836,2000,-1.634783649,8,0.064742176,0.064742176,1.1768383076,-1.699525825
0.1,2.0200635565,2000,-1.926445373,8,0.064742176,0.064742176,1.9553213805,-1.991187549
1,0.0026506157,2000,0.0026506157,9,0.0026506157,0.0026506157,0,0
0.9,0.1711898762,2000,-0.157270478,9,0.0026506157,0.0026506157,0.1685392605,-0.159921093
0.8,0.3093822212,2000,-0.356250334,9,0.0026506157,0.0026506157,0.3067316055,-0.35890095
0.7,0.4821576713,2000,-0.487813343,9,0.0026506157,0.0026506157,0.4795070556,-0.490463959
0.6,0.6119854371,2000,-0.620992999,9,0.0026506157,0.0026506157,0.6093348214,-0.623643615
0.5,0.7438177307,2000,-0.75990397,9,0.0026506157,0.0026506157,0.741167115,-0.762554586
0.4,1.1156225955,2000,-0.815871837,9,0.0026506157,0.0026506157,1.1129719798,-0.818522453
0.3,1.3539863361,2000,-0.986584656,9,0.0026506157,0.0026506157,1.3513357204,-0.989235272
0.2,1.5035128644,2000,-1.217799373,9,0.0026506157,0.0026506157,1.5008622487,-1.220449988
0.1,1.7814866473,2000,-1.767139902,9,0.0026506157,0.0026506157,1.7788360316,-1.769790518
1,0.0155882222,2000,0.0155882222,10,0.0155882222,0.0155882222,0,0
0.9,0.185566656,2000,-0.152243283,10,0.0155882222,0.0155882222,0.1699784339,-0.167831505
0.8,0.3232898016,2000,-0.289280413,10,0.0155882222,0.0155882222,0.3077015795,-0.304868635
0.7,0.5213327422,2000,-0.478729308,10,0.0155882222,0.0155882222,0.50574452,-0.49431753
0.6,0.65026296,2000,-0.608261394,10,0.0155882222,0.0155882222,0.6346747379,-0.623849616
0.5,0.7848789807,2000,-0.742430778,10,0.0155882222,0.0155882222,0.7692907586,-0.758019
0.4,0.8374518903,2000,-0.887263761,10,0.0155882222,0.0155882222,0.8218636681,-0.902851983
0.3,1.011345404,2000,-1.06457057,10,0.0155882222,0.0155882222,0.9957571819,-1.080158792
0.2,1.2178965624,2000,-1.870940435,10,0.0155882222,0.0155882222,1.2023083402,-1.886528657
0.1,2.2223506699,2000,-2.197958624,10,0.0155882222,0.0155882222,2.2067624477,-2.213546846
