p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.7,0.4490591189,2000,-0.397459683,6,0.0164317565,0.0164317565,0.4326273624,-0.413891439
0.6,0.5746337886,2000,-0.527286683,6,0.0164317565,0.0164317565,0.5582020322,-0.543718439
0.5,0.7009143056,2000,-0.667835962,6,0.0164317565,0.0164317565,0.6844825491,-0.684267719
0.4,0.8348817732,2000,-0.823766282,6,0.0164317565,0.0164317565,0.8184500167,-0.840198039
0.3,0.989929459,2000,-1.000791658,6,0.0164317565,0.0164317565,0.9734977025,-1.017223414
0.2,1.1801214267,2000,-1.216818177,6,0.0164317565,0.0164317565,1.1636896702,-1.233249933
0.1,1.4542858108,2000,-1.533445599,6,0.0164317565,0.0164317565,1.4378540544,-1.549877356
1,-0.006670872,2000,-0.006670872,7,-0.006670872,-0.006670872,0,0
0.9,0.1577441763,2000,-0.172450072,7,-0.006670872,-0.006670872,0.1644150479,-0.165779201
0.8,0.2968278922,2000,-0.309361198,7,-0.006670872,-0.006670872,0.3034987638,-0.302690327
0.7,0.4275922645,2000,-0.441391976,7,-0.006670872,-0.006670872,0.4342631361,-0.434721104
0.6,0.5603524876,2000,-0.574979974,7,-0.006670872,-0.006670872,0.5670233592,-0.568309102
0.5,0.6980273074,2000,-0.711389366,7,-0.006670872,-0.006670872,0.704698179,-0.704718495
0.4,0.84869165,2000,-0.860102136,7,-0.006670872,-0.006670872,0.8553625216,-0.853431265
0.3,1.015550459,2000,-1.027709543,7,-0.006670872,-0.006670872,1.0222213306,-1.021038672
0.2,1.2215278203,2000,-1.238186677,7,-0.006670872,-0.006670872,1.2281986919,-1.231515806
0.1,1.5320246919,2000,-1.533278785,7,-0.006670872,-0.006670872,1.5386955635,-1.526607914
1,-0.020435208,2000,-0.020435208,8,-0.020435208,-0.020435208,0,0
0.9,0.1414006592,2000,-0.18744816,8,-0.020435208,-0.020435208,0.1618358671,-0.167012952
0.8,0.275241653,2000,-0.321921731,8,-0.020435208,-0.020435208,0.2956768609,-0.301486523
0.7,0.4022215276,2000,-0.448716067,8,-0.020435208,-0.020435208,0.4226567355,-0.428280859
0.6,0.5307055939,2000,-0.574257997,8,-0.020435208,-0.020435208,0.5511408018,-0.553822789
0.5,0.6646685901,2000,-0.705531413,8,-0.020435208,-0.020435208,0.685103798,-0.685096205
0.4,0.8131899517,2000,-0.850038598,8,-0.020435208,-0.020435208,0.8336251596,-0.82960339
0.3,0.9866356952,2000,-1.014532952,8,-0.020435208,-0.020435208,1.0070709031,-0.994097744
0.2,1.2029824826,2000,-1.22058081,8,-0.020435208,-0.020435208,1.2234176905,-1.200145602
0.1,1.5294598163,2000,-1.523631842,8,-0.020435208,-0.020435208,1.5498950242,-1.503196634
1,0.0277825824,2000,0.0277825824,9,0.0277825824,0.0277825824,0,0
0.9,0.2002866459,2000,-0.13576239,9,0.0277825824,0.0277825824,0.1725040635,-0.163544972
0.8,0.3374930721,2000,-0.2700786,9,0.0277825824,0.0277825824,0.3097104897,-0.297861183
0.7,0.4654002813,2000,-0.40116931,9,0.0277825824,0.0277825824,0.4376176989,-0.428951893
0.6,0.5918921704,2000,-0.529879733,9,0.0277825824,0.0277825824,0.564109588,-0.557662316
0.5,0.7213014748,2000,-0.665797446,9,0.0277825824,0.0277825824,0.6935188924,-0.693580028
0.4,0.8671748671,2000,-0.821282184,9,0.0277825824,0.0277825824,0.8393922847,-0.849064767
0.3,1.0364371139,2000,-1.00107427,9,0.0277825824,0.0277825824,1.0086545315,-1.028856852
0.2,1.2367182457,2000,-1.228534126,9,0.0277825824,0.0277825824,1.2089356633,-1.256316708
0.1,1.5463431219,2000,-1.571509823,9,0.0277825824,0.0277825824,1.5185605395,-1.599292406
1,-0.005501436,2000,-0.005501436,10,-0.005501436,-0.005501436,0,0
0.9,0.1570271683,2000,-0.168199596,10,-0.005501436,-0.005501436,0.1625286041,-0.16269816
0.8,0.2919563029,2000,-0.301620419,10,-0.005501436,-0.005501436,0.2974577387,-0.296118983
0.7,0.4206676557,2000,-0.427780348,10,-0.005501436,-0.005501436,0.4261690915,-0.422278913
0.6,0.5486884876,2000,-0.555955346,10,-0.005501436,-0.005501436,0.5541899234,-0.55045391
0.5,0.6805502696,2000,-0.691613439,10,-0.005501436,-0.005501436,0.6860517053,-0.686112003
0.4,0.8230581619,2000,-0.839672691,10,-0.005501436,-0.005501436,0.8285595977,-0.834171255
0.3,0.9875332937,2000,-1.007774449,10,-0.005501436,-0.005501436,0.9930347295,-1.002273014
0.2,1.1964264368,2000,-1.212766686,10,-0.005501436,-0.005501436,1.2019278726,-1.20726525
0.1,1.5054875666,2000,-1.514910099,10,-0.005501436,-0.005501436,1.5109890024,-1.509408663
