p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.7,0.4219344723,2000,-0.404456188,9,0.0042406312,0.0042406312,0.4176938411,-0.40869682
0.6,0.5449767859,2000,-0.528936256,9,0.0042406312,0.0042406312,0.5407361547,-0.533176888
0.5,0.6683949878,2000,-0.660113691,9,0.0042406312,0.0042406312,0.6641543566,-0.664354322
0.4,0.8069009856,2000,-0.809760385,9,0.0042406312,0.0042406312,0.8026603544,-0.814001016
0.3,0.9656049518,2000,-0.978122437,9,0.0042406312,0.0042406312,0.9613643207,-0.982363068
0.2,1.1605211246,2000,-1.187159238,9,0.0042406312,0.0042406312,1.1562804934,-1.191399869
0.1,1.455088639,2000,-1.49402106,9,0.0042406312,0.0042406312,1.4508480078,-1.498261691
1,-0.038016415,2000,-0.038016415,10,-0.038016415,-0.038016415,0,0
0.9,0.1170200655,2000,-0.197155341,10,-0.038016415,-0.038016415,0.15503648,-0.159138926
0.8,0.245700299,2000,-0.323448447,10,-0.038016415,-0.038016415,0.2837167135,-0.285432033
0.7,0.3674097111,2000,-0.443652286,10,-0.038016415,-0.038016415,0.4054261256,-0.405635871
0.6,0.488692867,2000,-0.566041976,10,-0.038016415,-0.038016415,0.5267092815,-0.528025561
0.5,0.6164956472,2000,-0.692621243,10,-0.038016415,-0.038016415,0.6545120617,-0.654604828
0.4,0.7569008293,2000,-0.830975586,10,-0.038016415,-0.038016415,0.7949172439,-0.792959172
0.3,0.9163246264,2000,-0.991793843,10,-0.038016415,-0.038016415,0.954341041,-0.953777429
0.2,1.121050975,2000,-1.190241472,10,-0.038016415,-0.038016415,1.1590673896,-1.152225057
0.1,1.4407113884,2000,-1.479616806,10,-0.038016415,-0.038016415,1.478727803,-1.441600392
