p,maxb,k,minb,group,maxb0,minb0,maxb2,minb2
0.3,1.0058700992,2000,-1.011980718,8,0.0002965427,0.0002965427,1.0055735564,-1.012277261
0.2,1.2123313533,2000,-1.230062088,8,0.0002965427,0.0002965427,1.2120348106,-1.230358631
0.1,1.5163719331,2000,-1.538264455,8,0.0002965427,0.0002965427,1.5160753904,-1.538560997
1,-0.003651539,2000,-0.003651539,9,-0.003651539,-0.003651539,0,0
0.9,0.1615255425,2000,-0.167332238,9,-0.003651539,-0.003651539,0.165177082,-0.163680699
0.8,0.2975837992,2000,-0.302233983,9,-0.003651539,-0.003651539,0.3012353387,-0.298582443
0.7,0.4275031144,2000,-0.429630925,9,-0.003651539,-0.003651539,0.4311546538,-0.425979386
0.6,0.5577904151,2000,-0.560492139,9,-0.003651539,-0.003651539,0.5614419546,-0.556840599
0.5,0.6917243789,2000,-0.69902356,9,-0.003651539,-0.003651539,0.6953759184,-0.69537202
0.4,0.8344937496,2000,-0.848705848,9,-0.003651539,-0.003651539,0.8381452891,-0.845054308
0.3,0.9980185203,2000,-1.017413807,9,-0.003651539,-0.003651539,1.0016700597,-1.013762267
0.2,1.2080868366,2000,-1.22603181,9,-0.003651539,-0.003651539,1.2117383761,-1.222380271
0.1,1.5160358699,2000,-1.536958099,9,-0.003651539,-0.003651539,1.5196874094,-1.53330656
1,0.007704713,2000,0.007704713,10,0.007704713,0.007704713,0,0
0.9,0.1691219386,2000,-0.15169758,10,0.007704713,0.007704713,0.1614172255,-0.159402293
0.8,0.3011792532,2000,-0.285546706,10,0.007704713,0.007704713,0.2934745401,-0.293251419
0.7,0.4274223383,2000,-0.412966786,10,0.007704713,0.007704713,0.4197176252,-0.420671499
0.6,0.5526739192,2000,-0.539560381,10,0.007704713,0.007704713,0.5449692062,-0.547265094
0.5,0.6856509794,2000,-0.670198458,10,0.007704713,0.007704713,0.6779462663,-0.677903171
0.4,0.8314886457,2000,-0.812644154,10,0.007704713,0.007704713,0.8237839327,-0.820348867
0.3,0.9969965199,2000,-0.979389943,10,0.007704713,0.007704713,0.9892918069,-0.987094656
0.2,1.1981824723,2000,-1.183617834,10,0.007704713,0.007704713,1.1904777592,-1.191322547
0.1,1.4887430316,2000,-1.491659596,10,0.007704713,0.007704713,1.4810383185,-1.499364309
