P,SAUC_LB,SAUC_UB,MAXB
0.1,0.5117206186,0.7586052722,0.6941045745
0.2,0.5403876411,0.7372730022,0.5506673748
0.3,0.5594629236,0.7223239038,0.4542135399
0.4,0.5746100639,0.7101507025,0.3778097407
0.5,0.5878676603,0.6992234182,0.3106889291
0.6,0.5999682251,0.6888006387,0.2478371199
0.7,0.6120350922,0.6779155346,0.1833080796
0.8,0.6226318657,0.6679094054,0.1249034765
0.9,0.6340017185,0.6568150555,0.0610783114
1,0.6460502578,0.6460502578,-0.004046049
