P,SAUC_LB,SAUC_UB,MAXB
0.1,0.4785165789,0.7862561628,1.1038748134
0.2,0.5146781438,0.7611557394,0.8764913929
0.3,0.5388402925,0.7434208234,0.7247580849
0.4,0.5579858732,0.7287885507,0.6042208775
0.5,0.5748006907,0.7154711331,0.4977022745
0.6,0.5901003143,0.7027533823,0.3984959456
0.7,0.6047714826,0.6898711629,0.3002445662
0.8,0.6185278225,0.6771929153,0.2055170617
0.9,0.6328999727,0.6633315976,0.1039421295
1,0.6488793171,0.6488793171,-0.006001574
