P,SAUC_LB,SAUC_UB,MAXB
0.1,0.4614888531,0.8074684485,1.3102689412
0.2,0.4822032825,0.7797010347,1.0428921688
0.3,0.5066647952,0.7625643569,0.8888362654
0.4,0.5566600102,0.7488347267,0.7703821711
0.5,0.5421923105,0.7157520103,0.4999199785
0.6,0.5574145099,0.7029016523,0.3996394198
0.7,0.5719490838,0.6901024972,0.3019904895
0.8,0.6183723179,0.6773236785,0.2064848306
0.9,0.6328108282,0.6634149195,0.1045469606
1,0.6488793171,0.6488793171,-0.006001574
