p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group,as
1,10000,0.0181555598,OK,OPTIMAL,0.0181555598,OK,OPTIMAL,1,1
0.9,10000,0.1669443974,OK,OPTIMAL,-0.132271493,OK,OPTIMAL,1,1
0.8,10000,0.306725842,OK,OPTIMAL,-0.272471281,OK,OPTIMAL,1,1
0.7,10000,0.4370816158,OK,OPTIMAL,-0.403735696,OK,OPTIMAL,1,1
0.6,10000,0.5730606522,OK,OPTIMAL,-0.538924509,OK,OPTIMAL,1,1
0.5,10000,0.7131106502,OK,OPTIMAL,-0.676804791,OK,OPTIMAL,1,1
0.4,10000,0.8665157072,OK,OPTIMAL,-0.82690046,OK,OPTIMAL,1,1
0.3,10000,1.041467399,OK,OPTIMAL,-0.998571999,OK,OPTIMAL,1,1
0.2,10000,1.2596689544,OK,OPTIMAL,-1.215248651,OK,OPTIMAL,1,1
0.1,10000,1.5837953078,OK,OPTIMAL,-1.531453484,OK,OPTIMAL,1,1
1,10000,0.0181555598,OK,OPTIMAL,0.0181555598,OK,OPTIMAL,1,2
0.9,10000,0.1686095821,OK,OPTIMAL,-0.135603419,OK,OPTIMAL,1,2
0.8,10000,0.4727884509,OK,BEST_FE,-0.218659533,OK,OPTIMAL,1,2
0.7,10000,0.6025827773,OK,OPTIMAL,-0.325137056,OK,OPTIMAL,1,2
0.6,10000,0.7302369193,OK,OPTIMAL,-0.436125046,OK,OPTIMAL,1,2
0.5,10000,0.858665623,OK,FAILED,-0.852535593,OK,OPTIMAL,1,2
0.4,10000,1.0056443095,OK,OPTIMAL,-0.98711203,OK,OPTIMAL,1,2
0.3,10000,1.1808018676,OK,OPTIMAL,-1.160347221,OK,OPTIMAL,1,2
0.2,10000,1.3764994288,OK,OPTIMAL,-1.358315977,OK,OPTIMAL,1,2
0.1,10000,2.9836104851,OK,BEST_FE,-1.531953034,OK,OPTIMAL,1,2
1,10000,0.0181555598,OK,OPTIMAL,0.0181555598,OK,OPTIMAL,1,3
0.9,10000,0.1669447287,OK,OPTIMAL,-0.132271829,OK,OPTIMAL,1,3
0.8,10000,0.3067736583,OK,OPTIMAL,-0.272474445,OK,OPTIMAL,1,3
0.7,10000,0.4371554433,OK,OPTIMAL,-0.403770794,OK,OPTIMAL,1,3
0.6,10000,0.5730631109,OK,OPTIMAL,-0.538932733,OK,OPTIMAL,1,3
0.5,10000,0.7131168465,OK,OPTIMAL,-0.676805342,OK,OPTIMAL,1,3
0.4,10000,0.8665162529,OK,OPTIMAL,-0.826900954,OK,OPTIMAL,1,3
0.3,10000,1.0414673424,OK,OPTIMAL,-0.998571968,OK,OPTIMAL,1,3
0.2,10000,1.259668817,OK,OPTIMAL,-1.215251645,OK,OPTIMAL,1,3
0.1,10000,1.5838001504,OK,OPTIMAL,-1.531465505,OK,OPTIMAL,1,3
