p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group,as
1,20000,0.0053602549,OK,OPTIMAL,0.0053602549,OK,OPTIMAL,1,1
0.9,20000,0.1321525759,OK,OPTIMAL,-0.121065819,OK,OPTIMAL,1,1
0.8,20000,0.2691476133,OK,OPTIMAL,-0.258054759,OK,OPTIMAL,1,1
0.7,20000,0.3896420174,OK,OPTIMAL,-0.37969039,OK,OPTIMAL,1,1
0.6,20000,0.5342071822,OK,OPTIMAL,-0.524081399,OK,OPTIMAL,1,1
0.5,20000,0.6713068648,OK,OPTIMAL,-0.660590426,OK,OPTIMAL,1,1
0.4,20000,0.8204321761,OK,OPTIMAL,-0.808792575,OK,OPTIMAL,1,1
0.3,20000,0.9923264731,OK,OPTIMAL,-0.979835681,OK,OPTIMAL,1,1
0.2,20000,1.2069655112,OK,OPTIMAL,-1.19721548,OK,OPTIMAL,1,1
0.1,20000,1.5264618531,OK,BEST_FEASIBLE,-1.521043932,OK,BEST_FEASIBLE,1,1
1,20000,0.0053602549,OK,OPTIMA,0.0053602549,OK,OPTIMAL,1,2
0.9,20000,0.1338804624,OK,BEST_F,-0.122930716,OK,BEST_FE,1,2
0.8,20000,0.4614926077,OK,OPTIMA,-0.223880936,OK,OPTIMAL,1,2
0.7,20000,0.5921070646,OK,OPTIMA,-0.321442557,OK,OPTIMAL,1,2
0.6,20000,0.717019497,OK,FAILED,-0.401259478,OK,OPTIMAL,1,2
0.5,20000,0.8510276421,OK,FAILED,-0.490819133,OK,OPTIMAL,1,2
0.4,20000,0.9862439453,OK,FAILED,-0.978899791,OK,OPTIMAL,1,2
0.3,20000,1.1410353248,OK,FAILED,-1.127999391,OK,OPTIMAL,1,2
0.2,20000,1.3392494894,OK,OPTIMA,-1.328067308,OK,OPTIMAL,1,2
0.1,20000,1.4663202221,OK,FAILED,-1.645777547,OK,OPTIMAL,1,2
1,20000,0.0053602549,OK,OPTIMAL,0.0053602549,OK,OPTIMAL,1,3
0.9,20000,0.132148543,OK,OPTIMAL,-0.121059539,OK,OPTIMAL,1,3
0.8,20000,0.2691701989,OK,OPTIMAL,-0.25808484,OK,OPTIMAL,1,3
0.7,20000,0.3899346823,OK,OPTIMAL,-0.379778191,OK,OPTIMAL,1,3
0.6,20000,0.5342429394,OK,OPTIMAL,-0.524120646,OK,OPTIMAL,1,3
0.5,20000,0.6713060923,OK,OPTIMAL,-0.66059129,OK,OPTIMAL,1,3
0.4,20000,0.8204379469,OK,OPTIMAL,-0.808798125,OK,OPTIMAL,1,3
0.3,20000,0.9923294484,OK,OPTIMAL,-0.97983888,OK,OPTIMAL,1,3
0.2,20000,1.207020764,OK,BEST_FE,-1.200921804,OK,BEST_FE,1,3
0.1,20000,1.5250846841,OK,OPTIMAL,-1.519289156,OK,OPTIMAL,1,3
