p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group,as
1,5000,-0.001643337,OK,BEST_FE,-0.001643337,OK,OPTIMAL,1,1
0.9,5000,0.1371569697,OK,OPTIMAL,-0.143751485,OK,OPTIMAL,1,1
0.8,5000,0.2575787907,OK,OPTIMAL,-0.264123222,OK,OPTIMAL,1,1
0.7,5000,0.3731636927,OK,OPTIMAL,-0.377496908,OK,OPTIMAL,1,1
0.6,5000,0.4898166276,OK,OPTIMAL,-0.49252836,OK,OPTIMAL,1,1
0.5,5000,0.6096385476,OK,OPTIMAL,-0.612972195,OK,OPTIMAL,1,1
0.4,5000,0.7389150282,OK,OPTIMAL,-0.74308341,OK,OPTIMAL,1,1
0.3,5000,0.8867197949,OK,OPTIMAL,-0.88826388,OK,OPTIMAL,1,1
0.2,5000,1.0740364277,OK,OPTIMAL,-1.064334107,OK,OPTIMAL,1,1
0.1,5000,1.3459351806,OK,OPTIMAL,-1.31962374,OK,OPTIMAL,1,1
1,5000,0.0072181888,OK,OPTIMAL,0.0072181888,OK,BEST_FE,2,1
0.9,5000,0.1455932441,OK,OPTIMAL,-0.13549788,OK,OPTIMAL,2,1
0.8,5000,0.2623217001,OK,OPTIMAL,-0.253246469,OK,OPTIMAL,2,1
0.7,5000,0.373980385,OK,OPTIMAL,-0.361792892,OK,OPTIMAL,2,1
0.6,5000,0.4847957855,OK,OPTIMAL,-0.471888018,OK,OPTIMAL,2,1
0.5,5000,0.6009250832,OK,OPTIMAL,-0.586561984,OK,OPTIMAL,2,1
0.4,5000,0.7301003588,OK,OPTIMAL,-0.713385913,OK,OPTIMAL,2,1
0.3,5000,0.8795942433,OK,OPTIMAL,-0.859930773,OK,OPTIMAL,2,1
0.2,5000,1.0747889385,OK,OPTIMAL,-1.038905111,OK,OPTIMAL,2,1
0.1,5000,1.3605252147,OK,OPTIMAL,-1.306718663,OK,OPTIMAL,2,1
1,5000,0.0060673719,OK,OPTIMAL,0.0060673719,OK,BEST_FE,3,1
0.9,5000,0.142513418,OK,OPTIMAL,-0.133174917,OK,OPTIMAL,3,1
0.8,5000,0.2583283779,OK,OPTIMAL,-0.250797849,OK,OPTIMAL,3,1
0.7,5000,0.3703762249,OK,OPTIMAL,-0.360884101,OK,OPTIMAL,3,1
0.6,5000,0.4821901052,OK,OPTIMAL,-0.470620853,OK,OPTIMAL,3,1
0.5,5000,0.5975941042,OK,OPTIMAL,-0.585534816,OK,OPTIMAL,3,1
0.4,5000,0.7253551575,OK,OPTIMAL,-0.712374659,OK,OPTIMAL,3,1
0.3,5000,0.8737011277,OK,OPTIMAL,-0.855611676,OK,OPTIMAL,3,1
0.2,5000,1.059203358,OK,OPTIMAL,-1.028678858,OK,OPTIMAL,3,1
0.1,5000,1.3278475471,OK,OPTIMAL,-1.290570723,OK,OPTIMAL,3,1
1,5000,0.0029781577,OK,OPTIMAL,0.0029781577,OK,BEST_FE,4,1
0.9,5000,0.1370499124,OK,OPTIMAL,-0.136064966,OK,OPTIMAL,4,1
0.8,5000,0.2531460948,OK,OPTIMAL,-0.252827568,OK,OPTIMAL,4,1
0.7,5000,0.3630568901,OK,OPTIMAL,-0.362138083,OK,OPTIMAL,4,1
0.6,5000,0.4726239727,OK,OPTIMAL,-0.469660084,OK,OPTIMAL,4,1
0.5,5000,0.5875617249,OK,OPTIMAL,-0.581584256,OK,OPTIMAL,4,1
0.4,5000,0.7161848727,OK,OPTIMAL,-0.705724457,OK,OPTIMAL,4,1
0.3,5000,0.8662973765,OK,OPTIMAL,-0.84931429,OK,OPTIMAL,4,1
0.2,5000,1.0520055564,OK,OPTIMAL,-1.023351943,OK,OPTIMAL,4,1
0.1,5000,1.3234706874,OK,OPTIMAL,-1.272268749,OK,OPTIMAL,4,1
1,5000,-0.009555667,OK,BEST_FE,-0.009555667,OK,OPTIMAL,5,1
0.9,5000,0.128448141,OK,OPTIMAL,-0.147825685,OK,OPTIMAL,5,1
0.8,5000,0.2451179822,OK,OPTIMAL,-0.264959955,OK,OPTIMAL,5,1
0.7,5000,0.3566234649,OK,OPTIMAL,-0.376307335,OK,OPTIMAL,5,1
0.6,5000,0.4689868416,OK,OPTIMAL,-0.48787865,OK,OPTIMAL,5,1
0.5,5000,0.5849252471,OK,OPTIMAL,-0.604833759,OK,OPTIMAL,5,1
0.4,5000,0.7121480125,OK,OPTIMAL,-0.731601295,OK,OPTIMAL,5,1
0.3,5000,0.8575852919,OK,OPTIMAL,-0.875365471,OK,OPTIMAL,5,1
0.2,5000,1.0377009462,OK,OPTIMAL,-1.053897217,OK,OPTIMAL,5,1
0.1,5000,1.3036808358,OK,OPTIMAL,-1.320107449,OK,OPTIMAL,5,1
1,5000,-0.02676571,OK,BEST_FE,-0.02676571,OK,OPTIMAL,6,1
0.9,5000,0.114345712,OK,OPTIMAL,-0.164136565,OK,OPTIMAL,6,1
0.8,5000,0.2353643044,OK,OPTIMAL,-0.282848389,OK,OPTIMAL,6,1
0.7,5000,0.3494633158,OK,OPTIMAL,-0.395167468,OK,OPTIMAL,6,1
0.6,5000,0.4629637848,OK,OPTIMAL,-0.510990892,OK,OPTIMAL,6,1
0.5,5000,0.5799227042,OK,OPTIMAL,-0.633539242,OK,OPTIMAL,6,1
0.4,5000,0.7037884532,OK,OPTIMAL,-0.765596386,OK,OPTIMAL,6,1
0.3,5000,0.8447836817,OK,OPTIMAL,-0.916881,OK,OPTIMAL,6,1
0.2,5000,1.0233199492,OK,OPTIMAL,-1.101032159,OK,OPTIMAL,6,1
0.1,5000,1.2783703632,OK,OPTIMAL,-1.365499876,OK,OPTIMAL,6,1
1,5000,0.0011751438,OK,OPTIMAL,0.0011751438,OK,BEST_FE,7,1
0.9,5000,0.1396101724,OK,OPTIMAL,-0.138404035,OK,OPTIMAL,7,1
0.8,5000,0.2546300673,OK,OPTIMAL,-0.255014945,OK,OPTIMAL,7,1
0.7,5000,0.3654148524,OK,OPTIMAL,-0.365526636,OK,OPTIMAL,7,1
0.6,5000,0.4782962747,OK,OPTIMAL,-0.476627834,OK,OPTIMAL,7,1
0.5,5000,0.5956421394,OK,OPTIMAL,-0.593343353,OK,OPTIMAL,7,1
0.4,5000,0.7220959123,OK,OPTIMAL,-0.718725094,OK,OPTIMAL,7,1
0.3,5000,0.8681887307,OK,OPTIMAL,-0.860631023,OK,OPTIMAL,7,1
0.2,5000,1.0516808437,OK,OPTIMAL,-1.038263631,OK,OPTIMAL,7,1
0.1,5000,1.325995694,OK,OPTIMAL,-1.313702049,OK,OPTIMAL,7,1
1,5000,0.0128150241,OK,OPTIMAL,0.0128150241,OK,BEST_FE,8,1
0.9,5000,0.150699118,OK,OPTIMAL,-0.126309974,OK,OPTIMAL,8,1
0.8,5000,0.2666700694,OK,OPTIMAL,-0.242532209,OK,OPTIMAL,8,1
0.7,5000,0.3775351073,OK,OPTIMAL,-0.35324236,OK,OPTIMAL,8,1
0.6,5000,0.4888265215,OK,OPTIMAL,-0.463847701,OK,OPTIMAL,8,1
0.5,5000,0.6042993301,OK,OPTIMAL,-0.5787387,OK,OPTIMAL,8,1
0.4,5000,0.7320717682,OK,OPTIMAL,-0.705435767,OK,OPTIMAL,8,1
0.3,5000,0.8783222138,OK,OPTIMAL,-0.849593533,OK,OPTIMAL,8,1
0.2,5000,1.0597795276,OK,OPTIMAL,-1.028249577,OK,OPTIMAL,8,1
0.1,5000,1.3337499837,OK,OPTIMAL,-1.297078176,OK,OPTIMAL,8,1
1,5000,0.0125323232,OK,OPTIMAL,0.0125323232,OK,BEST_FE,9,1
