p,maxb,k,minb,group
1,-0.006189481,2000,-0.006189481,1
0.9,0.1488194821,2000,-0.165361224,1
0.8,0.2772829663,2000,-0.293670609,1
0.7,0.3998830627,2000,-0.415926656,1
0.6,0.5198274681,2000,-0.536060535,1
0.5,0.64748309,2000,-0.659769361,1
0.4,0.7904021425,2000,-0.796991654,1
0.3,0.9546145499,2000,-0.958438957,1
0.2,1.1544287493,2000,-1.150767259,1
0.1,1.4549328058,2000,-1.429843005,1
1,0.0212464186,2000,0.0212464186,2
0.9,0.1835946879,2000,-0.130652631,2
0.8,0.3104117564,2000,-0.257453269,2
0.7,0.4299294709,2000,-0.38077668,2
0.6,0.5513080234,2000,-0.504572658,2
0.5,0.6760353139,2000,-0.633466716,2
0.4,0.8117501358,2000,-0.775627777,2
0.3,0.9640458147,2000,-0.937077939,2
0.2,1.1467307594,2000,-1.146107033,2
0.1,1.5452339975,2000,-1.620549562,2
1,-0.00399911,2000,-0.00399911,3
0.9,0.1535326094,2000,-0.165101175,3
0.8,0.2838416786,2000,-0.297443315,3
0.7,0.4088567446,2000,-0.420792555,3
0.6,0.5321991886,2000,-0.543221684,3
0.5,0.6631241938,2000,-0.671045419,3
0.4,0.8066170649,2000,-0.81007126,3
0.3,0.9732809671,2000,-0.97207912,3
0.2,1.1804765121,2000,-1.166051515,3
0.1,,2000,-1.450383366,3
1,-0.02920766,2000,-0.02920766,4
0.9,0.1311132899,2000,-0.186354445,4
0.8,0.2609639022,2000,-0.314580591,4
0.7,0.3844344751,2000,-0.437904511,4
0.6,0.5088319538,2000,-0.562153749,4
0.5,0.6358518571,2000,-0.694183025,4
0.4,0.7719845979,2000,-0.838046896,4
0.3,0.9292351369,2000,-0.999211259,4
0.2,1.1229741229,2000,-1.244364597,4
0.1,1.4136382101,2000,-1.500570018,4
1,0.0059901187,2000,0.0059901187,5
0.9,0.1597557898,2000,-0.153356184,5
0.8,0.2849913651,2000,-0.282102876,5
0.7,0.4048766515,2000,-0.401514307,5
0.6,0.5287628346,2000,-0.52151087,5
0.5,0.6601801876,2000,-0.648168451,5
0.4,0.799010339,2000,-0.779935333,5
0.3,0.961580539,2000,-0.929572141,5
0.2,1.1690742442,2000,-1.120695353,5
0.1,1.6216724123,2000,1.6216724123,5
1,-0.009435099,2000,-0.009435099,6
0.9,0.1503484037,2000,-0.164123865,6
0.8,0.2796214001,2000,-0.29148,6
0.7,0.4013823702,2000,-0.412505136,6
0.6,0.5208142753,2000,-0.535406191,6
0.5,0.6454634918,2000,-0.664321334,6
0.4,0.7812968529,2000,-0.806586097,6
0.3,0.9357985413,2000,-0.972758851,6
0.2,1.1294360892,2000,-1.176357577,6
0.1,1.4113229987,2000,-1.476027592,6
1,0.0396298022,2000,0.0396298022,7
0.9,0.1933610242,2000,-0.117506675,7
0.8,0.3220346543,2000,-0.246004145,7
0.7,0.4459048086,2000,-0.366649445,7
0.6,0.5688421179,2000,-0.48832767,7
0.5,0.696186143,2000,-0.616926522,7
0.4,0.8333352571,2000,-0.755962758,7
0.3,0.9923565085,2000,-0.913096603,7
0.2,1.1928647285,2000,-1.100679969,7
0.1,1.4824270748,2000,1.4824270748,7
1,-0.00587646,2000,-0.00587646,8
0.9,0.1521350319,2000,-0.165692607,8
0.8,0.2804315938,2000,-0.295837901,8
0.7,0.4021745741,2000,-0.416579539,8
0.6,0.5233228243,2000,-0.535853352,8
0.5,0.6504587042,2000,-0.662134313,8
0.4,0.7908739405,2000,-0.801452735,8
0.3,0.9571764399,2000,-0.962750867,8
0.2,1.1646858342,2000,-1.161794986,8
0.1,1.4610037952,2000,-1.60872243,8
1,-0.024574941,2000,-0.024574941,9
0.9,0.1307903157,2000,-0.177923183,9
0.8,0.254939394,2000,-0.302429815,9
0.7,0.3723038458,2000,-0.420494499,9
0.6,0.4885396235,2000,-0.535707817,9
0.5,0.6104686181,2000,-0.659631396,9
0.4,0.7438919484,2000,-0.79602196,9
0.3,0.9039871505,2000,-0.955364997,9
0.2,1.0975248325,2000,-1.153313249,9
0.1,1.3840992002,2000,-1.616668186,9
1,-0.008448275,2000,-0.008448275,10
0.9,0.1493615914,2000,-0.161721582,10
0.8,0.2796376483,2000,-0.290466512,10
0.7,0.4030087,2000,-0.413886195,10
0.6,0.5248416683,2000,-0.538077925,10
0.5,0.6508568767,2000,-0.667753036,10
0.4,0.7877696418,2000,-0.810160349,10
0.3,0.942322518,2000,-0.97325598,10
0.2,1.1303053582,2000,-1.17151782,10
0.1,1.5496442594,2000,-1.602096662,10
