p,maxb,k,minb,group
1,0.0096294686,2000,0.0096294686,1
0.9,0.3223295804,2000,-0.261087078,1
0.8,0.4697182586,2000,-0.404459825,1
0.7,0.5999392537,2000,-0.531960643,1
0.6,0.6413901007,2000,-0.667948932,1
0.5,0.7654809236,2000,-0.8868857,1
0.4,0.9029362878,2000,-1.028799785,1
0.3,1.0524908584,2000,-1.187098415,1
0.2,1.2361448518,2000,-1.951479461,1
0.1,2.3658677922,2000,-1.647690043,1
1,-0.032366019,2000,-0.032366019,2
0.9,0.2756375693,2000,-0.201408875,2
0.8,0.4122572874,2000,-0.450928689,2
0.7,0.4569045935,2000,-0.57817721,2
0.6,0.5767187279,2000,-0.701519045,2
0.5,0.6988591244,2000,-0.913264643,2
0.4,0.8384387259,2000,-1.468849812,2
0.3,1.1136507583,2000,-1.8451,2
0.2,1.1914260346,2000,-1.96815327,2
0.1,2.209210024,2000,-2.457916215,2
1,-0.001874206,2000,-0.001874206,3
0.9,0.2850761345,2000,-0.168096645,3
0.8,0.4229782099,2000,-0.455269007,3
0.7,0.4565013783,2000,-0.578102251,3
0.6,0.5754783002,2000,-0.699295024,3
0.5,0.7934485408,2000,-0.710980653,3
0.4,0.9263786515,2000,-0.964889191,3
0.3,0.9933169223,2000,-1.926623823,3
0.2,1.8533744996,2000,-1.283040856,3
0.1,2.3538741463,2000,-2.636265742,3
1,0.0169153126,2000,0.0169153126,4
0.9,0.2709453696,2000,-0.267836025,4
0.8,0.4135700066,2000,-0.410005457,4
0.7,0.4469003811,2000,-0.53770723,4
0.6,0.5718099529,2000,-0.569711706,4
0.5,0.7604954306,2000,-0.794065247,4
0.4,1.1444907284,2000,-0.924808206,4
0.3,1.5089303741,2000,-1.787521233,4
0.2,1.6324451742,2000,-1.909833832,4
0.1,1.788080545,2000,-2.063084087,4
1,-0.023690146,2000,-0.023690146,5
0.9,0.3072682488,2000,-0.319992914,5
0.8,0.4481110431,2000,-0.461829313,5
0.7,0.4892897338,2000,-0.589962867,5
0.6,0.6104720585,2000,-0.704285162,5
0.5,0.7327672066,2000,-0.82991166,5
0.4,0.8672902537,2000,-1.082909345,5
0.3,2.1515369891,2000,-1.236220502,5
0.2,1.206061242,2000,-1.42756773,5
0.1,2.4255573899,2000,-1.706806873,5
1,-0.016205244,2000,-0.016205244,6
0.9,0.2511251679,2000,-0.296600155,6
0.8,0.3933810968,2000,-0.436882571,6
0.7,0.5196986827,2000,-0.565783107,6
0.6,0.5431707684,2000,-0.59162117,6
0.5,0.7401013615,2000,-0.815669009,6
0.4,0.8670879809,2000,-0.95118897,6
0.3,1.0093951701,2000,-1.780312778,6
0.2,1.6536402716,2000,-1.903405363,6
0.1,1.8006328605,2000,-2.060460899,6
1,-0.022922582,2000,-0.022922582,7
0.9,0.2605355483,2000,-0.290058739,7
0.8,0.3985086202,2000,-0.430361026,7
0.7,0.5263239986,2000,-0.554772344,7
0.6,0.5654362035,2000,-0.685493477,7
0.5,0.688703784,2000,-0.811223182,7
0.4,0.8252092756,2000,-1.407065593,7
0.3,0.9763387024,2000,-1.078258476,7
0.2,1.2683016576,2000,-1.270918744,7
0.1,2.1551354293,2000,-2.101729157,7
1,0.004598615,2000,0.004598615,8
0.9,0.1723588663,2000,-0.269332137,8
0.8,0.4302960842,2000,-0.407131559,8
0.7,0.5503485207,2000,-0.529677364,8
0.6,0.5825184497,2000,-0.505704612,8
0.5,0.700972818,2000,-0.692703168,8
0.4,0.8323211693,2000,-0.826121645,8
0.3,0.9780970999,2000,-1.864601103,8
0.2,1.7800679276,2000,-1.55369111,8
0.1,1.9494981346,2000,-1.711634702,8
1,-0.015149995,2000,-0.015149995,9
0.9,0.2630215445,2000,-0.300047034,9
0.8,0.3970728238,2000,-0.438425283,9
0.7,0.4340215213,2000,-0.559769487,9
0.6,0.5526980521,2000,-0.683321725,9
0.5,0.6723365423,2000,-0.912854902,9
0.4,0.8061225972,2000,-1.040174091,9
0.3,0.9562716891,2000,-1.181516529,9
0.2,1.1429435125,2000,-2.071322985,9
0.1,1.4091285884,2000,-1.249777191,9
1,-0.000842268,2000,-0.000842268,10
0.9,0.2734797099,2000,-0.296595938,10
0.8,0.4108261591,2000,-0.436583248,10
0.7,0.4502750209,2000,-0.562475483,10
0.6,0.5725019026,2000,-0.690983037,10
0.5,0.6942574336,2000,-0.81578847,10
0.4,0.831279833,2000,-0.908141173,10
0.3,0.9853223977,2000,-2.042041509,10
0.2,1.1705824623,2000,-1.046073037,10
0.1,1.432150175,2000,-1.311899164,10
