p,maxb,k,minb,group
1,-0.005940915,2000,-0.005940915,1
0.9,0.1563174048,2000,-0.171453557,1
0.8,0.2922984297,2000,-0.307803951,1
0.7,0.4223962385,2000,-0.436633175,1
0.6,0.5492865725,2000,-0.563864137,1
0.5,0.6839076957,2000,-0.695789583,1
0.4,0.8338545611,2000,-0.841672017,1
0.3,1.006756863,2000,-1.013137763,1
0.2,1.2189700147,2000,-1.216352442,1
0.1,1.5302975561,2000,-1.512943455,1
1,0.0204469866,2000,0.0204469866,2
0.9,0.1903992238,2000,-0.13883054,2
0.8,0.3246104426,2000,-0.272905363,2
0.7,0.450827298,2000,-0.403657731,2
0.6,0.5794377443,2000,-0.534419673,2
0.5,0.7113097243,2000,-0.670416391,2
0.4,0.8556356939,2000,-0.820931865,2
0.3,1.0177679478,2000,-0.991507796,2
0.2,1.2112986525,2000,-1.21366537,2
0.1,1.5006060442,2000,-1.555850886,2
1,-0.004471071,2000,-0.004471071,3
0.9,0.1595810523,2000,-0.173518703,3
0.8,0.2974267884,2000,-0.312506021,3
0.7,0.4290141788,2000,-0.442833988,3
0.6,0.5594574745,2000,-0.572542036,3
0.5,0.6988584973,2000,-0.707802836,3
0.4,0.8505290393,2000,-0.853248883,3
0.3,1.0261296101,2000,-1.023683348,3
0.2,1.2451754876,2000,-1.229515489,3
0.1,2.1388983752,2000,-1.527697062,3
1,-0.030263479,2000,-0.030263479,4
0.9,0.1377869495,2000,-0.193904673,4
0.8,0.2749412,2000,-0.32940883,4
0.7,0.405233415,2000,-0.458958687,4
0.6,0.5359387867,2000,-0.590264586,4
0.5,0.669869764,2000,-0.73039314,4
0.4,0.8126205745,2000,-0.882463591,4
0.3,0.9779596741,2000,-1.054377472,4
0.2,1.1836887524,2000,-1.268522452,4
0.1,1.4891802458,2000,-1.589284737,4
1,0.0046267168,2000,0.0046267168,5
0.9,0.1659760604,2000,-0.162555028,5
0.8,0.2984460294,2000,-0.298356625,5
0.7,0.4252879619,2000,-0.42474629,5
0.6,0.5559997776,2000,-0.55098212,5
0.5,0.6940558476,2000,-0.684802931,5
0.4,0.8409161366,2000,-0.825315739,5
0.3,1.0142307695,2000,-0.984813257,5
0.2,1.2340555314,2000,-1.188138093,5
0.1,1.6418074586,2000,-1.578807586,5
1,-0.011469275,2000,-0.011469275,6
0.9,0.1559925088,2000,-0.173120309,6
0.8,0.2935717273,2000,-0.307936259,6
0.7,0.4233026322,2000,-0.437413592,6
0.6,0.5502691619,2000,-0.568007694,6
0.5,0.6821008715,2000,-0.705039082,6
0.4,0.8262249812,2000,-0.856981803,6
0.3,0.9901517864,2000,-1.033695448,6
0.2,1.1918484916,2000,-1.249127627,6
0.1,1.4899420433,2000,-1.565224634,6
1,0.0410646035,2000,0.0410646035,7
0.9,0.2016824977,2000,-0.123089077,7
0.8,0.3374808669,2000,-0.259022073,7
0.7,0.4685333149,2000,-0.387126213,7
0.6,0.598789893,2000,-0.516570478,7
0.5,0.7342937224,2000,-0.652162941,7
0.4,0.880399138,2000,-0.798425276,7
0.3,1.0478957789,2000,-0.964146019,7
0.2,1.258888596,2000,-1.16205212,7
0.1,1.5652901517,2000,-2.78331161,7
1,-0.005995492,2000,-0.005995492,8
0.9,0.1599396326,2000,-0.173261272,8
0.8,0.2956487654,2000,-0.310431226,8
0.7,0.4239472732,2000,-0.438480079,8
0.6,0.5525840933,2000,-0.565682547,8
0.5,0.687617045,2000,-0.699607169,8
0.4,0.8364233035,2000,-0.846763065,8
0.3,1.0108878694,2000,-1.016933596,8
0.2,1.2292301638,2000,-1.230107004,8
0.1,2.4151654301,2000,-1.54608191,8
1,-0.027759032,2000,-0.027759032,9
0.9,0.1339972509,2000,-0.188093371,9
0.8,0.2653107588,2000,-0.320743007,9
0.7,0.3887801027,2000,-0.445074514,9
0.6,0.5111311775,2000,-0.566192432,9
0.5,0.6404966884,2000,-0.696013551,9
0.4,0.782770383,2000,-0.838982402,9
0.3,0.9537167454,2000,-1.007429618,9
0.2,1.1616747995,2000,-1.217444048,9
0.1,1.461833247,2000,-1.530123349,9
1,-0.009201764,2000,-0.009201764,10
0.9,0.1560307426,2000,-0.169506965,10
0.8,0.2939663442,2000,-0.304830707,10
0.7,0.4232363405,2000,-0.435152643,10
0.6,0.551637552,2000,-0.56698309,10
0.5,0.6859558961,2000,-0.704359758,10
0.4,0.8303615345,2000,-0.853369844,10
0.3,0.9924056678,2000,-1.025976635,10
0.2,1.1907512854,2000,-1.239321522,10
0.1,2.5415945352,2000,-1.542841851,10
