p,k,maxb,status1,solstatus1,s,minb,status2,solstatus2,group
0.9,5000,0.0692937374,OK,OPTIMAL,15,-0.07311946,OK,OPTIMAL,4
0.8,5000,0.1311145367,OK,OPTIMAL,17,-0.134540714,OK,OPTIMAL,4
0.7,5000,0.1890916522,OK,OPTIMAL,20,-0.192822774,OK,OPTIMAL,4
0.6,5000,0.2477361712,OK,OPTIMAL,23,-0.251483497,OK,OPTIMAL,4
0.5,5000,0.3077964715,OK,OPTIMAL,28,-0.312925325,OK,OPTIMAL,4
0.4,5000,0.3740292336,OK,OPTIMAL,35,-0.380597,OK,OPTIMAL,4
0.3,5000,0.4496056194,OK,OPTIMAL,46,-0.457666256,OK,OPTIMAL,4
0.2,5000,0.543654588,OK,OPTIMAL,70,-0.55427813,OK,OPTIMAL,4
0.1,5000,0.680879825,OK,OPTIMAL,140,-0.695349215,OK,OPTIMAL,4
1,5000,-0.006718364,OK,BEST_FE,14,-0.006718364,OK,OPTIMAL,5
0.9,5000,0.0640082471,OK,OPTIMAL,15,-0.078316428,OK,OPTIMAL,5
0.8,5000,0.1241324146,OK,OPTIMAL,17,-0.139279545,OK,OPTIMAL,5
0.7,5000,0.1812591656,OK,OPTIMAL,20,-0.197096026,OK,OPTIMAL,5
0.6,5000,0.2395013436,OK,OPTIMAL,23,-0.253983842,OK,OPTIMAL,5
0.5,5000,0.2995448669,OK,OPTIMAL,28,-0.313403244,OK,OPTIMAL,5
0.4,5000,0.3670885645,OK,OPTIMAL,35,-0.378949114,OK,OPTIMAL,5
0.3,5000,0.4453559909,OK,OPTIMAL,46,-0.453915072,OK,OPTIMAL,5
0.2,5000,0.541124748,OK,OPTIMAL,70,-0.547708519,OK,OPTIMAL,5
0.1,5000,0.6846840724,OK,OPTIMAL,140,-0.690367817,OK,OPTIMAL,5
1,5000,-0.005584982,OK,BEST_FE,14,-0.005584982,OK,OPTIMAL,6
0.9,5000,0.0660193426,OK,OPTIMAL,15,-0.074469515,OK,OPTIMAL,6
0.8,5000,0.1275369366,OK,OPTIMAL,17,-0.13440934,OK,OPTIMAL,6
0.7,5000,0.1859467964,OK,OPTIMAL,20,-0.192168605,OK,OPTIMAL,6
0.6,5000,0.2435306109,OK,OPTIMAL,23,-0.251645683,OK,OPTIMAL,6
0.5,5000,0.3022066739,OK,OPTIMAL,28,-0.313420046,OK,OPTIMAL,6
0.4,5000,0.3664024215,OK,OPTIMAL,35,-0.382181378,OK,OPTIMAL,6
0.3,5000,0.4383337277,OK,OPTIMAL,46,-0.460301139,OK,OPTIMAL,6
0.2,5000,0.5272634727,OK,OPTIMAL,70,-0.555720619,OK,OPTIMAL,6
0.1,5000,0.6613412143,OK,OPTIMAL,140,-0.697154321,OK,OPTIMAL,6
1,5000,0.0078047634,OK,OPTIMAL,14,0.0078047632,OK,BEST_FE,7
0.9,5000,0.0777740975,OK,OPTIMAL,15,-0.063703784,OK,OPTIMAL,7
0.8,5000,0.1386449089,OK,OPTIMAL,17,-0.124862014,OK,OPTIMAL,7
0.7,5000,0.1970264337,OK,OPTIMAL,20,-0.182900798,OK,OPTIMAL,7
0.6,5000,0.2562051621,OK,OPTIMAL,23,-0.241531705,OK,OPTIMAL,7
0.5,5000,0.3178094304,OK,OPTIMAL,28,-0.30196734,OK,OPTIMAL,7
0.4,5000,0.3846943586,OK,OPTIMAL,35,-0.367692408,OK,OPTIMAL,7
0.3,5000,0.4606249928,OK,OPTIMAL,46,-0.442022084,OK,OPTIMAL,7
0.2,5000,0.5561702603,OK,OPTIMAL,70,-0.533116389,OK,OPTIMAL,7
0.1,5000,0.6986269588,OK,OPTIMAL,140,-0.668994064,OK,OPTIMAL,7
1,5000,0.0025671117,OK,OPTIMAL,14,0.0025671116,OK,BEST_FE,8
0.9,5000,0.0737713605,OK,OPTIMAL,15,-0.069081538,OK,OPTIMAL,8
0.8,5000,0.1340252231,OK,OPTIMAL,17,-0.129564706,OK,OPTIMAL,8
0.7,5000,0.1909869083,OK,OPTIMAL,20,-0.186076318,OK,OPTIMAL,8
0.6,5000,0.2488975298,OK,OPTIMAL,23,-0.24393334,OK,OPTIMAL,8
0.5,5000,0.30878663,OK,OPTIMAL,28,-0.304079761,OK,OPTIMAL,8
0.4,5000,0.3751891296,OK,OPTIMAL,35,-0.36979553,OK,OPTIMAL,8
0.3,5000,0.4513765152,OK,OPTIMAL,46,-0.444865005,OK,OPTIMAL,8
0.2,5000,0.5486997,OK,OPTIMAL,70,-0.540877724,OK,OPTIMAL,8
0.1,5000,0.694480582,OK,OPTIMAL,140,-0.68571162,OK,OPTIMAL,8
1,5000,-0.007349857,OK,BEST_FE,14,-0.007349857,OK,OPTIMAL,9
0.9,5000,0.060950882,OK,OPTIMAL,15,-0.075707837,OK,OPTIMAL,9
0.8,5000,0.1197956262,OK,OPTIMAL,17,-0.134983299,OK,OPTIMAL,9
0.7,5000,0.175224181,OK,OPTIMAL,20,-0.190846442,OK,OPTIMAL,9
0.6,5000,0.2308038855,OK,OPTIMAL,23,-0.246000803,OK,OPTIMAL,9
0.5,5000,0.2891235462,OK,OPTIMAL,28,-0.303813331,OK,OPTIMAL,9
0.4,5000,0.3535281847,OK,OPTIMAL,35,-0.367447645,OK,OPTIMAL,9
0.3,5000,0.4286338358,OK,OPTIMAL,46,-0.441126187,OK,OPTIMAL,9
0.2,5000,0.5207940232,OK,OPTIMAL,70,-0.533562945,OK,OPTIMAL,9
0.1,5000,0.6552596292,OK,OPTIMAL,140,-0.669094511,OK,OPTIMAL,9
1,5000,-0.004682387,OK,BEST_FE,14,-0.004682387,OK,OPTIMAL,10
0.9,5000,0.0659812572,OK,OPTIMAL,15,-0.073691763,OK,OPTIMAL,10
0.8,5000,0.1267949204,OK,OPTIMAL,17,-0.134358901,OK,OPTIMAL,10
0.7,5000,0.1837603003,OK,OPTIMAL,20,-0.192195384,OK,OPTIMAL,10
0.6,5000,0.2411663027,OK,OPTIMAL,23,-0.250320979,OK,OPTIMAL,10
0.5,5000,0.300570698,OK,OPTIMAL,28,-0.310341984,OK,OPTIMAL,10
0.4,5000,0.3666828442,OK,OPTIMAL,35,-0.376339463,OK,OPTIMAL,10
0.3,5000,0.4406018397,OK,OPTIMAL,46,-0.452197795,OK,OPTIMAL,10
0.2,5000,0.5316430971,OK,OPTIMAL,70,-0.548328962,OK,OPTIMAL,10
0.1,5000,0.6636815634,OK,OPTIMAL,140,-0.688106923,OK,OPTIMAL,10
