p,maxb,k,minb,group
1,0.0087795969,2000,0.0087795969,1
0.9,0.1596934905,2000,-0.139804067,1
0.8,0.2852924313,2000,-0.26102137,1
0.7,0.4031765926,2000,-0.378253611,1
0.6,0.5200039068,2000,-0.497059402,1
0.5,0.6396587709,2000,-0.622094032,1
0.4,0.769309328,2000,-0.759841882,1
0.3,0.9165799477,2000,-0.916216451,1
0.2,1.0986308369,2000,-1.107940634,1
0.1,1.374468715,2000,-1.377988672,1
1,-0.029557678,2000,-0.029557678,2
0.9,0.1165417134,2000,-0.181419283,2
0.8,0.2356711352,2000,-0.302754592,2
0.7,0.349499973,2000,-0.415631788,2
0.6,0.4639244203,2000,-0.527499955,2
0.5,0.5845768403,2000,-0.64369485,2
0.4,0.7191345012,2000,-0.771550894,2
0.3,0.8760158558,2000,-0.918752497,2
0.2,1.0738982284,2000,-1.101130469,2
0.1,1.3657011616,2000,-1.37291505,2
1,-0.00114222,2000,-0.00114222,3
0.9,0.1446814725,2000,-0.151357416,3
0.8,0.2632668375,2000,-0.270894293,3
0.7,0.3759851429,2000,-0.383360037,3
0.6,0.4902698169,2000,-0.495563858,3
0.5,0.6101163983,2000,-0.612407866,3
0.4,0.7422555209,2000,-0.740050986,3
0.3,0.8954371579,2000,-0.885827467,3
0.2,1.0885353351,2000,-1.069439028,3
0.1,1.3792713634,2000,-1.342017461,3
1,0.0174186869,2000,0.0174186869,4
0.9,0.1653895665,2000,-0.129178951,4
0.8,0.2864723029,2000,-0.250087279,4
0.7,0.4002568865,2000,-0.365444279,4
0.6,0.5143741817,2000,-0.48087219,4
0.5,0.6351962042,2000,-0.600364695,4
0.4,0.7666365525,2000,-0.729772235,4
0.3,0.9154956016,2000,-0.880596242,4
0.2,1.0980963216,2000,-1.069464011,4
0.1,1.3652709018,2000,-1.342784975,4
1,-0.020593609,2000,-0.020593609,5
0.9,0.1284587969,2000,-0.167016998,5
0.8,0.2480515866,2000,-0.28719951,5
0.7,0.3618854049,2000,-0.400928228,5
0.6,0.4757945697,2000,-0.515111122,5
0.5,0.5943753162,2000,-0.635558236,5
0.4,0.7229806466,2000,-0.766945876,5
0.3,0.8715837756,2000,-0.917779046,5
0.2,1.0564823429,2000,-1.105836656,5
0.1,1.3256459503,2000,-1.390514351,5
1,-0.012613661,2000,-0.012613661,6
0.9,0.1358730313,2000,-0.155774233,6
0.8,0.2564357649,2000,-0.273710128,6
0.7,0.3700270637,2000,-0.387052042,6
0.6,0.4826742035,2000,-0.501673433,6
0.5,0.5974438585,2000,-0.622675639,6
0.4,0.7227464242,2000,-0.757315699,6
0.3,0.8658057826,2000,-0.910169263,6
0.2,1.0424214215,2000,-1.099450145,6
0.1,1.3043103757,2000,-1.377499549,6
1,-0.023610101,2000,-0.023610101,7
0.9,0.1191664679,2000,-0.169896712,7
0.8,0.2389952823,2000,-0.289366417,7
0.7,0.3541332672,2000,-0.403259545,7
0.6,0.470502843,2000,-0.518503902,7
0.5,0.5907204495,2000,-0.637938859,7
0.4,0.7204972336,2000,-0.766549395,7
0.3,0.8669664687,2000,-0.909737759,7
0.2,1.0500667566,2000,-1.08468389,7
0.1,1.3214095796,2000,-1.337047563,7
1,0.004510744,2000,0.004510744,8
0.9,0.1556981722,2000,-0.139147899,8
0.8,0.2746596168,2000,-0.256858749,8
0.7,0.3850968634,2000,-0.369597854,8
0.6,0.4971745275,2000,-0.483096184,8
0.5,0.6130958186,2000,-0.604158569,8
0.4,0.7376916829,2000,-0.736251806,8
0.3,0.8821554795,2000,-0.888245895,8
0.2,1.0606255382,2000,-1.086730619,8
0.1,1.3258658366,2000,-1.384674911,8
1,-0.01007701,2000,-0.01007701,9
0.9,0.1304897712,2000,-0.153423812,9
0.8,0.245234779,2000,-0.271587673,9
0.7,0.3565815695,2000,-0.383440749,9
0.6,0.4692414662,2000,-0.493551298,9
0.5,0.588493947,2000,-0.608646966,9
0.4,0.7169183938,2000,-0.730813847,9
0.3,0.865841495,2000,-0.870340668,9
0.2,1.04663494,2000,-1.041977864,9
0.1,1.3085097159,2000,-1.303572936,9
1,0.0002108378,2000,0.0002108378,10
0.9,0.1448230387,2000,-0.144370875,10
0.8,0.2627280988,2000,-0.264602987,10
0.7,0.3754537554,2000,-0.378765845,10
0.6,0.488658653,2000,-0.491751319,10
0.5,0.6088840755,2000,-0.608469957,10
0.4,0.7399263201,2000,-0.73423154,10
0.3,0.8892241427,2000,-0.880090813,10
0.2,1.0701375255,2000,-1.060505058,10
0.1,1.3298966752,2000,-1.329794252,10
