p,k,maxb,status1,solstatus1,m,group
1,100,0.033786797,OK,OPTIMAL,2,1
0.9,100,0.1728856833,OK,BEST_FE,2,1
0.8,100,0.3322891106,OK,BEST_FE,2,1
0.7,100,0.4340751919,OK,OPTIMAL,2,1
0.6,100,0.5410485944,OK,OPTIMAL,2,1
0.5,100,0.6231939172,OK,BEST_FE,2,1
0.4,100,0.7045104834,OK,BEST_FE,2,1
0.3,100,0.7679183903,OK,BEST_FE,2,1
0.2,100,0.840557243,OK,OPTIMAL,2,1
0.1,100,0.885839332,OK,OPTIMAL,2,1
