p,k,maxb,status1,solstatus1,m,group
1,100,0.033786797,OK,OPTIMAL,50,1
0.9,100,0.1207636671,OK,BEST_FEASIBLE,50,1
0.8,100,0.1909929343,OK,OPTIMAL,50,1
0.7,100,0.2516626368,OK,BEST_FEASIBLE,50,1
0.6,100,0.3114670667,OK,OPTIMAL,50,1
0.5,100,0.3787455905,OK,BEST_FEASIBLE,50,1
0.4,100,0.4538343753,OK,BEST_FEASIBLE,50,1
0.3,100,0.5696464641,OK,BEST_FEASIBLE,50,1
0.2,100,0.7265428304,OK,BEST_FEASIBLE,50,1
0.1,100,0.8505449873,OK,BEST_FEASIBLE,50,1
