p,k,maxb,status1,solstatus1,m,group
1,100,0.033786797,OK,OPTIMAL,1,1
0.9,100,0.2013310034,OK,BEST_FE,1,1
0.8,100,0.3426834366,OK,BEST_FE,1,1
0.7,100,0.4385203577,OK,OPTIMAL,1,1
0.6,100,0.5407262711,OK,BEST_FE,1,1
0.5,100,0.6404042643,OK,BEST_FE,1,1
0.4,100,0.7067819139,OK,BEST_FE,1,1
0.3,100,0.7691783279,OK,BEST_FE,1,1
0.2,100,0.8413205044,OK,OPTIMAL,1,1
0.1,100,0.8861328457,OK,OPTIMAL,1,1
