p,k,maxb,status1,solstatus1,minb,status2,solstatus2,group,as
1,20000,0.0002780008,OK,BEST_FEASIBLE,0.0002780008,OK,OPTIMAL,1,1
0.9,20000,0.1254436839,OK,OPTIMAL,-0.125335117,OK,OPTIMAL,1,1
0.8,20000,0.2622457216,OK,OPTIMAL,-0.260695027,OK,OPTIMAL,1,1
0.7,20000,0.3830210879,OK,OPTIMAL,-0.381336685,OK,OPTIMAL,1,1
0.6,20000,0.5269071214,OK,OPTIMAL,-0.52528972,OK,OPTIMAL,1,1
0.5,20000,0.6625671013,OK,OPTIMAL,-0.662003176,OK,OPTIMAL,1,1
0.4,20000,0.8093988015,OK,OPTIMAL,-0.81053199,OK,OPTIMAL,1,1
0.3,20000,0.978995297,OK,OPTIMAL,-0.981108928,OK,OPTIMAL,1,1
0.2,20000,1.1923496267,OK,OPTIMAL,-1.195388531,OK,OPTIMAL,1,1
0.1,20000,1.5114488734,OK,BEST_FEASIBLE,-1.512221564,OK,BEST_FEASIBLE,1,1
1,20000,0.0002780008,OK,BEST_FE,0.0002780008,OK,OPTIMAL,1,2
0.9,20000,0.1274888018,OK,BEST_FE,-0.126824927,OK,BEST_FE,1,2
0.8,20000,0.417793786,OK,FAILED,-0.217368631,OK,OPTIMAL,1,2
0.7,20000,0.5478461179,OK,FAILED,-0.304433572,OK,OPTIMAL,1,2
0.6,20000,0.6737596606,OK,FAILED,-0.410738076,OK,OPTIMAL,1,2
0.5,20000,0.8017183087,OK,FAILED,-0.813890209,OK,OPTIMAL,1,2
0.4,20000,0.9433110978,OK,OPTIMAL,-0.961901042,OK,OPTIMAL,1,2
0.3,20000,1.0885578866,OK,FAILED,-1.119651505,OK,OPTIMAL,1,2
0.2,20000,1.292722797,OK,OPTIMAL,-1.313974683,OK,OPTIMAL,1,2
0.1,20000,1.4756000299,OK,OPTIMAL,-1.730948507,OK,OPTIMAL,1,2
1,20000,0.0002780008,OK,OPTIMAL,0.0002780008,OK,OPTIMAL,1,3
0.9,20000,0.1254583235,OK,OPTIMAL,-0.125328414,OK,OPTIMAL,1,3
0.8,20000,0.2623335795,OK,OPTIMAL,-0.260800548,OK,OPTIMAL,1,3
0.7,20000,0.3831078275,OK,OPTIMAL,-0.381421869,OK,OPTIMAL,1,3
0.6,20000,0.5269409768,OK,OPTIMAL,-0.525329541,OK,OPTIMAL,1,3
0.5,20000,0.6625653351,OK,OPTIMAL,-0.662004156,OK,OPTIMAL,1,3
0.4,20000,0.8094043811,OK,OPTIMAL,-0.81053825,OK,OPTIMAL,1,3
0.3,20000,0.9789981326,OK,OPTIMAL,-0.981111805,OK,OPTIMAL,1,3
0.2,20000,1.1923863213,OK,BEST_FE,-1.19542518,OK,OPTIMAL,1,3
0.1,20000,1.5091932697,OK,OPTIMAL,-1.509653429,OK,OPTIMAL,1,3
